UNIPROT	gene_name	difference	significant	logpval
P04217	A1BG	-0.170643211083698	NA	1.1354956813172
P01023	A2M	-0.487425467741266	NA	1.37404315085252
A8K2U0	A2ML1	1.6668170592243	NA	0.0955507870527151
Q9NRG9	AAAS	-0.0531415617682857	NA	1.04238088328389
Q86V21	AACS	4.46892686287536	+	7.8613002269287e-06
Q8N5Z0	AADAT	4.10198228300976	+	4.0962564504862e-05
Q6PD74	AAGAB	0.0386288003353649	NA	0.969186340076744
Q2M2I8	AAK1	0.167627407766671	NA	0.866876408005662
Q9H7C9	AAMDC	-0.48598834797678	NA	1.3730245726644
Q13685	AAMP	-0.852864493567884	NA	1.60626554617733
Q9Y312	AAR2	0.138953446751436	NA	0.889486936182197
Q5JTZ9	AARS2	-0.150591968655384	NA	1.11970240277659
Q9BTE6	AARSD1	-0.56913599149351	NA	1.43073614507271
Q9NRN7	AASDHPPT	0.042940159628825	NA	0.965749235504131
Q9UDR5	AASS	-0.286776174909123	NA	1.22571629327963
Q9NY61	AATF	-0.0473930827103389	NA	1.0378000579753
P80404	ABAT	-0.086058447802481	NA	1.06858004511887
O95477	ABCA1	-1.18682375312479	NA	1.76470285254182
Q86UK0	ABCA12	1.71273645741337	NA	0.0867610347934617
Q86UQ4	ABCA13	-0.784088047696021	NA	1.56701155181183
Q9BZC7	ABCA2	0.923856793451319	NA	0.355560881063875
Q99758	ABCA3	2.59416991296521	+	0.00948196139217871
Q8N139	ABCA6	-1.29002817600816	NA	1.80295912455937
O94911	ABCA8	-1.16622035860242	NA	1.75647463662207
P08183	ABCB1	-0.934575017320128	NA	1.64999264110955
Q9NRK6	ABCB10	0.103093886913768	NA	0.917888456708776
Q2M3G0	ABCB5	-1.95794115818366	NA	1.9497630823668
Q9NP58	ABCB6	1.88183754970131	NA	0.059858075760689
O75027	ABCB7	0.376146642166241	NA	0.706807880695876
Q9NUT2	ABCB8	-0.0775041634900602	NA	1.06177752074734
P33527	ABCC1	-0.708126003001724	NA	1.52113298696003
Q5T3U5	ABCC10	-2.4395815821102	+	1.98529571790757
Q96J66	ABCC11	3.25209702800212	+	0.00114556908310736
Q92887	ABCC2	1.6768768975757	NA	0.0935665566092778
O15438	ABCC3	-3.40272556141428	+	1.99933282741153
O15439	ABCC4	-1.38754148023144	NA	1.8347232882734
O15440	ABCC5	-0.850229187157041	NA	1.60480232247441
P33897	ABCD1	0.825486088529083	NA	0.40909567748193
P28288	ABCD3	-0.0358961245944453	NA	1.02863481399666
P61221	ABCE1	-0.0631329658451932	NA	1.05033937629895
Q8NE71	ABCF1	0.111716605500688	NA	0.911048112468203
Q9UG63	ABCF2	-0.71387448205967	NA	1.5246952021732
Q9NUQ8	ABCF3	0.302374494255924	NA	0.762366595920711
P45844	ABCG1	-0.119043768111176	NA	1.09475931963674
Q9NUJ1	ABHD10	0.0471830846477857	NA	0.962367309001744
Q8NFV4	ABHD11	3.07006185783381	+	0.0021401444044892
Q8N2K0	ABHD12	-0.927457852772194	NA	1.64631113486693
Q7L211	ABHD13	0.796812127513848	NA	0.425560150696418
Q96IU4	ABHD14B	0.812620444923202	NA	0.416435705960306
O95870	ABHD16A	0.928684974474127	NA	0.353052369860569
Q96GS6	ABHD17A	0.432741787177217	NA	0.665202368351467
Q5VST6	ABHD17B	0.272263413476203	NA	0.785419485752362
Q6PCB6	ABHD17C	-1.02921961895275	NA	1.69662351484772
Q8WU67	ABHD3	0.97597305815319	NA	0.329077815643815
Q8TB40	ABHD4	-0.26665649820631	NA	1.21026634920705
Q8WTS1	ABHD5	0.101656767149282	NA	0.91902911911922
Q9BV23	ABHD6	2.5956070327297	+	0.00944239886948552
Q8IZP0	ABI1	0.48011559587985	NA	0.63114519912206
Q9NYB9	ABI2	-0.549016314790696	NA	1.41700574638887
Q9P2A4	ABI3	0.511578071400488	NA	0.608946335834373
Q7Z7G0	ABI3BP	0.243589452460968	NA	0.807548797993979
P00519	ABL1	-0.344055662665093	NA	1.26919557432654
O14639	ABLIM1	0.749524043834785	NA	0.453541412347282
Q6H8Q1	ABLIM2	0.072982806134047	NA	0.941819799736076
O94929	ABLIM3	1.07058344264856	NA	0.28435677155467
Q12979	ABR	0.20341853332984	NA	0.838807915126712
Q9P1F3	ABRACL	1.01901821681329	NA	0.308194318217992
Q9ULW3	ABT1	0.541689152180209	NA	0.588032663942946
Q969K4	ABTB1	-0.855413995538467	NA	1.60767800168424
Q8N961	ABTB2	-0.371292503915841	NA	1.28958031941727
P09110	ACAA1	1.84029794508019	NA	0.0657245069096671
P42765	ACAA2	-0.407152063753509	NA	1.31610369352792
Q13085	ACACA	1.30849519794561	NA	0.190705402271869
O00763	ACACB	-0.42432906665285	NA	1.32867415605693
Q6JQN1	ACAD10	-0.335501378352672	NA	1.26275309486555
Q709F0	ACAD11	-1.30151959718573	NA	1.80691933899139
