UNIPROT,gene_name,difference,significant,logpval
P04217,A1BG,-0.0754278728614073,NA,1.060125716963953
P01023,A2M,-0.2958469587334933,NA,1.232653040575907
A8K2U0,A2ML1,-0.17843152719902802,NA,1.1416159085603295
Q9NRG9,AAAS,0.2436276621371345,NA,0.8075192024186202
Q86V21,AACS,0.7889668157198981,NA,0.43013140196345984
Q8N5Z0,AADAT,0.6338062534317923,NA,0.5262072716126142
Q6PD74,AAGAB,-0.1450536016565525,NA,1.115331448736592
Q2M2I8,AAK1,0.8093055142747523,NA,0.418339435192665
Q9H7C9,AAMDC,0.6381110699970834,NA,0.5234013809788267
Q13685,AAMP,0.08409989463786358,NA,0.9329770084155637
Q9Y312,AAR2,0.5453391535827636,NA,0.5855202802250055
Q5JTZ9,AARS2,0.4249290670463567,NA,0.6708883844895157
Q9BTE6,AARSD1,-0.8948403477677132,NA,1.6291275615930003
Q9NRN7,AASDHPPT,0.4626741977999973,NA,0.6435979156593772
Q9UDR5,AASS,-0.55401117535922,NA,1.4204288023775233
Q9NY61,AATF,0.4699112807213563,NA,0.6384184044329086
P80404,ABAT,-1.9507057905356675,NA,1.9489079458466114
O95477,ABCA1,-1.7621673027050864,NA,1.9219589652503948
Q86UK0,ABCA12,0.8266495578276649,NA,0.40843571947939855
Q86UQ4,ABCA13,0.15085574572281463,NA,0.8800895106713545
Q9BZC7,ABCA2,1.0028858350694914,NA,0.31591594779775584
Q99758,ABCA3,0.21754920816189188,NA,0.8277803625519063
Q8N139,ABCA6,-0.4396287288942066,NA,1.3397939702836235
O94911,ABCA8,-0.27721335084627735,NA,1.2183837112832494
P08183,ABCB1,0.29109554691679496,NA,0.770978245578538
Q9NRK6,ABCB10,-0.8803661819249947,NA,1.6213390294652443
Q2M3G0,ABCB5,-1.0659724033995082,NA,1.7135638829524997
Q9NP58,ABCB6,-0.509091350330094,NA,1.3893118055697031
O75027,ABCB7,0.1443049379060671,NA,0.8852596792364373
Q9NUT2,ABCB8,0.23639057921577528,NA,0.8131296057697601
P33527,ABCC1,0.0696257287951452,NA,0.9444915580139486
Q5T3U5,ABCC10,1.1472024203271776,NA,0.2512979715084007
Q96J66,ABCC11,0.5931912449679576,NA,0.5530531711550379
Q92887,ABCC2,-1.4375265042181622,NA,1.8494315526233405
O15438,ABCC3,-2.9398153822186712,+,1.9967159214023678
O15439,ABCC4,-0.19434063189684347,NA,1.1540908275831359
O15440,ABCC5,0.6888954277383452,NA,0.4908890769535277
P33897,ABCD1,-0.3321571506320368,NA,1.2602294025454202
P28288,ABCD3,-1.8143865993014452,NA,1.9303817725951298
P61221,ABCE1,0.4901875906303369,NA,0.6240011611650318
Q8NE71,ABCF1,0.6323713145766953,NA,0.5271442736057004
Q9UG63,ABCF2,0.5438418260817929,NA,0.5865503237245018
Q9NUQ8,ABCF3,0.5235655161728124,NA,0.6005807713315333
P45844,ABCG1,0.22133969669118117,NA,0.8248279429033302
Q9NUJ1,ABHD10,0.8310167630388299,NA,0.40596415965442617
Q8NFV4,ABHD11,-0.22191641337305693,NA,1.1756210469384676
