UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,1.0032750040645178,VIPER+PhosphoScore
P15336,ATF2,tf,2.3935177741064293,VIPER
P18850,ATF6,tf,5.34660559118131,VIPER
Q99626,CDX2,tf,-2.7945947269655074,VIPER
Q16254,E2F4,tf,7.705184166290925,VIPER
Q92731,ESR2,tf,3.9596535168651905,VIPER
Q01543,FLI1,tf,-2.0618740534727857,VIPER
P55317,FOXA1,tf,2.365466336528238,VIPER
O43524,FOXO3,tf,2.3299738655952242,VIPER
P98177,FOXO4,tf,2.0912808349732215,VIPER
P15976,GATA1,tf,-2.150124086467505,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.5091233542087443,VIPER
Q16665,HIF1A,tf,3.670250840330836,VIPER
P20823,HNF1A,tf,-3.9039078288544844,VIPER
P01106,MYC,tf,10.807245736572217,VIPER
P04198,MYCN,tf,2.1995706000878217,VIPER
Q13469,NFATC2,tf,-2.6832192071634635,VIPER
Q16236,NFE2L2,tf,3.5778294743334347,VIPER
Q13285,NR5A1,tf,-2.5208814152567736,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,3.6485950368098345,VIPER
P48382,RFX5,tf,3.727801186206337,VIPER
Q13761,RUNX3,tf,-2.0585162429140063,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-3.0824404103209035,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.2467256556668613,VIPER
Q12772,SREBF2,tf,2.655819306844234,VIPER
Q92754,TFAP2C,tf,2.528348393118176,VIPER
P19532,TFE3,tf,3.83495205957996,VIPER
P19484,TFEB,tf,5.157900771072758,VIPER
P04637,TP53,tf,2.035520289357273,VIPER
Q15853,USF2,tf,2.0589463761134272,VIPER
P11473,VDR,tf,2.5369466869422648,VIPER
Q00613,HSF1,tf,-1.9873775348680192,PhosphoScore
O95644,NFATC1,tf,-2.9613228365610107,PhosphoScore
P06748,NPM1,tf,2.45439555747721,PhosphoScore
P46937,YAP1,tf,2.4971371610742925,PhosphoScore
P27037,ACVR2A,kin,7.801226086521327,VIPER
Q13705,ACVR2B,kin,6.577472569204526,VIPER
P31749,AKT1,kin,-9.328542289884078,VIPER
P31751,AKT2,kin,-6.583166752290527,VIPER
Q9Y243,AKT3,kin,-6.744452531428051,VIPER
Q13315,ATM,kin,2.8594191325728184,VIPER
Q96GD4,AURKB,kin,-2.8656044729846517,VIPER
P36894,BMPR1A,kin,7.767469524153347,VIPER
O00238,BMPR1B,kin,6.748003716448548,VIPER
Q13873,BMPR2,kin,4.305820172153316,VIPER
Q8IWQ3,BRSK2,kin,-5.711119234309132,VIPER
Q8IU85,CAMK1D,kin,-3.31927991954931,VIPER
Q96NX5,CAMK1G,kin,-6.405501700447223,VIPER
Q9UQM7,CAMK2A,kin,2.6248729901240573,VIPER
Q13557,CAMK2D,kin,2.631446082412667,VIPER
Q13555,CAMK2G,kin,5.796867663910692,VIPER
Q16566,CAMK4,kin,-6.4159576909920455,VIPER
P06493,CDK1,kin,3.470127560931616,VIPER+PhosphoScore
Q9NYV4,CDK12,kin,2.3713565638471987,VIPER
Q14004,CDK13,kin,3.344922272426046,VIPER
Q00536,CDK16,kin,3.0962737343891495,VIPER
Q00537,CDK17,kin,3.1536198257506682,VIPER
Q07002,CDK18,kin,2.8205732185826204,VIPER
Q9BWU1,CDK19,kin,5.849410332320832,VIPER
P24941,CDK2,kin,5.181502436485795,VIPER
Q00526,CDK3,kin,3.0368412483872,VIPER
Q00535,CDK5,kin,2.375131447203718,VIPER
Q00534,CDK6,kin,2.2167491172506866,VIPER
P49336,CDK8,kin,5.143972459341966,VIPER
O76039,CDKL5,kin,2.4678824069097725,VIPER
P53355,DAPK1,kin,-2.5462897792310755,VIPER
Q9UIK4,DAPK2,kin,-2.718469988497804,VIPER
O43293,DAPK3,kin,-2.85615909975196,VIPER
Q6XUX3,DSTYK,kin,5.923175185470086,VIPER
Q9BY84,DUSP16,phos,-2.777158290353804,VIPER
Q16829,DUSP7,phos,-2.248872768900646,VIPER
Q13202,DUSP8,phos,-2.4468783264196596,VIPER
P04626,ERBB2,kin,-1.1238757711573208,VIPER
Q8IXL6,FAM20C,kin,7.149621104508345,VIPER
Q15835,GRK1,kin,3.0879482566721483,VIPER
P25098,GRK2,kin,2.866702252185032,VIPER
