UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,5.3575413585125045,VIPER
P18850,ATF6,tf,5.3129916504044665,VIPER
Q99626,CDX2,tf,-3.2915869723812765,VIPER
Q16254,E2F4,tf,8.367267281475817,VIPER
P18146,EGR1,tf,2.2513040012589363,VIPER
P19419,ELK1,tf,2.469664159307561,VIPER
P03372,ESR1,tf,2.919615221241058,VIPER
Q92731,ESR2,tf,3.9250000829092406,VIPER
Q01543,FLI1,tf,-2.105890687729483,VIPER
P55317,FOXA1,tf,2.4731054935720014,VIPER
O43524,FOXO3,tf,2.2444571287866784,VIPER
P15976,GATA1,tf,-2.9460607455304464,VIPER
P10070,GLI2,tf,-2.4895623514552225,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.5847820379735786,VIPER
Q16665,HIF1A,tf,3.9125438151865026,VIPER
P20823,HNF1A,tf,-6.071610768853519,VIPER
P01106,MYC,tf,10.97352525355769,VIPER
P04198,MYCN,tf,2.659281454969667,VIPER
Q13469,NFATC2,tf,-2.1185384349987277,VIPER
Q16236,NFE2L2,tf,4.019145054542795,VIPER
Q14938,NFIX,tf,-2.130070347450125,VIPER
Q13285,NR5A1,tf,-2.608423162342367,VIPER
P26367,PAX6,tf,-2.4718172119340363,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,6.375882174408653,VIPER
P48382,RFX5,tf,5.426485586532907,VIPER
P84022,SMAD3,tf,2.3455238682389306,VIPER
P56693,SOX10,tf,-2.1742254671034202,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.9353185653096294,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-4.573007692024954,VIPER
P42224,STAT1,tf,3.205726601113031,VIPER
P40763,STAT3,tf,2.6077655163818156,VIPER
P05549,TFAP2A,tf,2.4897600731460843,VIPER
Q92754,TFAP2C,tf,3.1368097221197857,VIPER
P19532,TFE3,tf,4.137037130772712,VIPER
P19484,TFEB,tf,4.641293598016901,VIPER
P04637,TP53,tf,0.35689005564496257,VIPER+PhosphoScore
Q15853,USF2,tf,2.890819595022579,VIPER
P11473,VDR,tf,2.236472222094886,VIPER
P46937,YAP1,tf,2.2099344370263156,VIPER
Q00613,HSF1,tf,-2.6019536119698947,PhosphoScore
P00519,ABL1,kin,2.977469116594815,VIPER
P27037,ACVR2A,kin,-9.68512882333233,VIPER
Q13705,ACVR2B,kin,-8.973526961491965,VIPER
Q13315,ATM,kin,-2.268602767274713,VIPER
P30530,AXL,kin,2.335588719666198,VIPER
P51451,BLK,kin,2.359264848042044,VIPER
P36894,BMPR1A,kin,-8.253133517380219,VIPER
O00238,BMPR1B,kin,-10.083527113447742,VIPER
Q13873,BMPR2,kin,-6.466105057482199,VIPER
Q06187,BTK,kin,2.049457212479628,VIPER
Q16566,CAMK4,kin,3.6457432345674676,VIPER
Q96RR4,CAMKK2,kin,2.0342562402449444,VIPER
O00311,CDC7,kin,-3.4258426104730306,VIPER
Q00536,CDK16,kin,3.804335430609633,VIPER
Q07002,CDK18,kin,2.033750565445382,VIPER
Q9BWU1,CDK19,kin,5.099508851891819,VIPER
P50613,CDK7,kin,3.538148713233729,VIPER
P49336,CDK8,kin,6.466637981726724,VIPER
P49760,CLK2,kin,-3.326646446819974,VIPER
P49761,CLK3,kin,-4.218858506373849,VIPER
P41240,CSK,kin,3.049870195902225,VIPER
P68400,CSNK2A1,kin,-4.305193255133964,VIPER
P19784,CSNK2A2,kin,-2.1405123844357385,VIPER
Q08345,DDR1,kin,2.4855957491141227,VIPER
Q16832,DDR2,kin,2.3193180404767246,VIPER
Q6XUX3,DSTYK,kin,-3.3075575922238336,VIPER
Q9BY84,DUSP16,phos,3.0352463169882644,VIPER
Q16828,DUSP6,phos,3.578691598623103,VIPER
Q16829,DUSP7,phos,3.2671010320652396,VIPER
Q13202,DUSP8,phos,2.291511185334772,VIPER
O00418,EEF2K,kin,-2.6552175153808655,VIPER+PhosphoScore
P00533,EGFR,kin,3.5464408435520887,VIPER
P19525,EIF2AK2,kin,2.170057724166499,VIPER
P29317,EPHA2,kin,2.2421760625571143,VIPER
P29322,EPHA8,kin,1.9637170032711806,VIPER
Q8IXL6,FAM20C,kin,-2.9266603124831363,VIPER
P22455,FGFR4,kin,2.124336578104946,VIPER
P09769,FGR,kin,2.7680835888710513,VIPER
P35557,GCK,kin,-2.1613366162626413,VIPER
P25098,GRK2,kin,-5.870626966155519,VIPER
P35626,GRK3,kin,-3.2894117599461388,VIPER
P32298,GRK4,kin,-6.736123319110079,VIPER
Q8WTQ7,GRK7,kin,-5.873712135783182,VIPER
P08631,HCK,kin,2.71180420663381,VIPER
Q9NWZ3,IRAK4,kin,2.2590028378085214,VIPER
P10721,KIT,kin,2.072295386294294,VIPER
Q8IVT5,KSR1,kin,2.991802388689001,VIPER
P06239,LCK,kin,2.745937673967189,VIPER
P53667,LIMK1,kin,3.0020282115400247,VIPER
P53671,LIMK2,kin,1.9922734207214667,VIPER
P29376,LTK,kin,2.0612238164997927,VIPER
P07948,LYN,kin,2.2382433279304563,VIPER
Q02750,MAP2K1,kin,2.434140911839076,VIPER
P36507,MAP2K2,kin,2.5079487678760337,VIPER
P45985,MAP2K4,kin,2.9451332407261743,VIPER
Q99558,MAP3K14,kin,2.8280408223444957,VIPER
Q9Y2U5,MAP3K2,kin,2.177150971043086,VIPER
P28482,MAPK1,kin,2.538978213021247,VIPER+PhosphoScore
Q15759,MAPK11,kin,2.87541363705367,VIPER
P27361,MAPK3,kin,2.6231033498023804,VIPER+PhosphoScore
Q13164,MAPK7,kin,2.0483476546482193,VIPER
P49137,MAPKAPK2,kin,2.4854939068189212,VIPER+PhosphoScore
Q16644,MAPKAPK3,kin,2.764114672157789,VIPER
Q8IW41,MAPKAPK5,kin,2.0467115428926275,VIPER
Q9P0L2,MARK1,kin,-2.267122552393978,VIPER
Q7KZI7,MARK2,kin,-3.3140165637728196,VIPER
P27448,MARK3,kin,-2.3174653561553202,VIPER
Q96L34,MARK4,kin,-3.1700243380843403,VIPER
Q6P0Q8,MAST2,kin,-7.633126918445289,VIPER
P08581,MET,kin,2.1042307465558667,VIPER
P00540,MOS,kin,-3.0033530674427373,VIPER
Q04912,MST1R,kin,2.2449786509189344,VIPER
O15146,MUSK,kin,2.408552146256369,VIPER
Q86YV6,MYLK4,kin,2.944416672957198,VIPER
Q8NEV4,MYO3A,kin,-2.2482495762494046,VIPER
P04629,NTRK1,kin,2.5681624466445276,VIPER
Q16620,NTRK2,kin,2.1920339225761367,VIPER
P09619,PDGFRB,kin,2.1585053597059995,VIPER
Q15120,PDK3,kin,3.223356700844661,VIPER
