UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,-0.34999729023493464,VIPER+PhosphoScore
P18848,ATF4,tf,2.8457910238605146,VIPER
P18850,ATF6,tf,4.984332276011515,VIPER
Q99626,CDX2,tf,-4.133477612117547,VIPER
P49711,CTCF,tf,2.0581898181321847,VIPER
Q16254,E2F4,tf,10.092888796285463,VIPER
P18146,EGR1,tf,1.983874563841951,VIPER
P19419,ELK1,tf,2.0939738271809967,VIPER
Q92731,ESR2,tf,3.8258338935974296,VIPER
P14921,ETS1,tf,2.231901089695893,VIPER+PhosphoScore
P15036,ETS2,tf,2.486346868704105,VIPER
P15407,FOSL1,tf,2.655200391399091,VIPER
O43524,FOXO3,tf,2.7911247631680767,VIPER
P15976,GATA1,tf,-2.836602212944565,VIPER
P10070,GLI2,tf,-2.423782827696574,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,3.012492662308449,VIPER
Q16665,HIF1A,tf,4.895576181694498,VIPER
P20823,HNF1A,tf,-6.764084892874195,VIPER
P41235,HNF4A,tf,-2.745250051679347,VIPER
P10914,IRF1,tf,1.9708778691228799,VIPER
P01106,MYC,tf,11.76197652908304,VIPER
P04198,MYCN,tf,3.294194560582409,VIPER
Q16236,NFE2L2,tf,3.9871493526604262,VIPER
P23511,NFYA,tf,2.3552494932594157,VIPER
Q13285,NR5A1,tf,-2.1965721880635787,VIPER
Q04206,RELA,tf,2.231403997305185,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,7.108327265957375,VIPER
P48382,RFX5,tf,6.736409863099056,VIPER
Q13761,RUNX3,tf,-1.9633521476297027,VIPER
P56693,SOX10,tf,-2.4163215027160563,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.676292998361605,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.282682305551739,VIPER
P08047,SP1,tf,2.857342676855129,VIPER
P42224,STAT1,tf,4.021095697508498,VIPER
P40763,STAT3,tf,2.8969025530637085,VIPER
P19532,TFE3,tf,4.117405761183669,VIPER
P19484,TFEB,tf,4.562776533366853,VIPER
P04637,TP53,tf,2.778292948108266,VIPER+PhosphoScore
P22415,USF1,tf,3.311695852339954,VIPER
P46937,YAP1,tf,3.050483715580695,VIPER
P03372,ESR1,tf,-4.283095037159033,PhosphoScore
O95644,NFATC1,tf,-2.8626078789273097,PhosphoScore
P06748,NPM1,tf,2.5726912953554297,PhosphoScore
P06400,RB1,tf,-2.2477150319097405,PhosphoScore
P00519,ABL1,kin,3.171631393349333,VIPER
