UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,5.197122262634597,VIPER
P18850,ATF6,tf,4.5379992562614815,VIPER
Q99626,CDX2,tf,-2.5793306815419923,VIPER
P49715,CEBPA,tf,2.091906854369188,VIPER
Q16254,E2F4,tf,8.232363609957499,VIPER
P19419,ELK1,tf,2.548040887007606,VIPER
P03372,ESR1,tf,3.2579160885842007,VIPER
Q92731,ESR2,tf,4.694625468217047,VIPER
Q01543,FLI1,tf,-2.008811524316668,VIPER
O43524,FOXO3,tf,3.2629096665420576,VIPER
P15976,GATA1,tf,-2.681651711802937,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.7844287955812677,VIPER
Q16665,HIF1A,tf,4.369549724738366,VIPER
P20823,HNF1A,tf,-3.844312786101771,VIPER
P01106,MYC,tf,11.643424765906307,VIPER
P04198,MYCN,tf,2.623635865465571,VIPER
Q13469,NFATC2,tf,-2.2403640876413906,VIPER
Q16236,NFE2L2,tf,5.270584351529357,VIPER
P23511,NFYA,tf,2.0637075334010238,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,5.405243178265247,VIPER
P48382,RFX5,tf,5.1204517681193,VIPER
Q13761,RUNX3,tf,-2.2893494634801352,VIPER
P84022,SMAD3,tf,2.3412061658338814,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.096559361440737,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.4774942361563035,VIPER
P08047,SP1,tf,2.3375721988920906,VIPER
Q12772,SREBF2,tf,3.6614510216205995,VIPER
P11831,SRF,tf,2.1549919231077412,VIPER
P42224,STAT1,tf,2.5887473371428813,VIPER
P40763,STAT3,tf,2.368607337531915,VIPER
P05549,TFAP2A,tf,2.232345264659965,VIPER
Q92754,TFAP2C,tf,2.4007961613517477,VIPER
P19532,TFE3,tf,4.732637098850915,VIPER
P19484,TFEB,tf,1.0706421661681724,VIPER+PhosphoScore
P04637,TP53,tf,0.3434554241130551,VIPER+PhosphoScore
P22415,USF1,tf,2.1865103930141094,VIPER
Q15853,USF2,tf,2.744932938351904,VIPER
P11473,VDR,tf,3.2474151547042296,VIPER
P46937,YAP1,tf,2.301700189956664,VIPER
Q09472,EP300,tf,2.41426871026246,PhosphoScore
P27037,ACVR2A,kin,-2.538769906553642,VIPER
Q13705,ACVR2B,kin,-2.6126980385531327,VIPER
Q9UM73,ALK,kin,2.028636020111608,VIPER
Q96GD4,AURKB,kin,-0.5520166913396911,VIPER
P36894,BMPR1A,kin,-5.658934620394803,VIPER
O00238,BMPR1B,kin,-4.322947010477562,VIPER
Q13873,BMPR2,kin,-3.5920137932396314,VIPER
Q8IWQ3,BRSK2,kin,3.2773352452084024,VIPER
P06493,CDK1,kin,-6.082864405235936,VIPER
P24941,CDK2,kin,-4.645204103533144,VIPER
Q00526,CDK3,kin,-5.345880366699017,VIPER
Q00535,CDK5,kin,-2.8613494912247583,VIPER
Q15078,CDK5R1,kin,-2.475466648615154,VIPER
Q00534,CDK6,kin,-2.661876434923102,VIPER
P07333,CSF1R,kin,1.9904051401030372,VIPER
P68400,CSNK2A1,kin,-6.450612540992034,VIPER
P19784,CSNK2A2,kin,-3.678697017821461,VIPER
SIGNOR-C83,CYCLINA2_CDK2,kin,-2.1342487190897064,VIPER
SIGNOR-C16,CYCLINE_CDK2,kin,-2.2234703871819845,VIPER
Q8IXL6,FAM20C,kin,-3.511845497291409,VIPER
P09769,FGR,kin,2.0534310367295614,VIPER
Q8NE63,HIPK4,kin,-0.7757017797881324,VIPER
P57058,HUNK,kin,2.138326848747013,VIPER
P51617,IRAK1,kin,2.159600928888003,VIPER
P52564,MAP2K6,kin,2.6768089349265987,VIPER
P45983,MAPK8,kin,-2.7011021325577587,VIPER
Q7KZI7,MARK2,kin,2.0356310970251092,VIPER
Q6P0Q8,MAST2,kin,-8.039325401307662,VIPER
P00540,MOS,kin,-2.01208285163093,VIPER
Q8TD19,NEK9,kin,2.1628139106962663,VIPER
O60285,NUAK1,kin,2.0666526070109574,VIPER
P09619,PDGFRB,kin,2.240911002898603,VIPER
Q9BXM7,PINK1,kin,-4.654094986764603,VIPER
P60484,PTEN,phos,2.35840529948093,VIPER
P04049,RAF1,kin,2.326342923501015,VIPER
O43353,RIPK2,kin,2.2203879049352806,VIPER
Q9UHD2,TBK1,kin,2.9903724563232656,VIPER
P36897,TGFBR1,kin,-5.742543261769247,VIPER
Q5TCY1,TTBK1,kin,2.3605703240206495,VIPER
Q6IQ55,TTBK2,kin,2.9639165336186895,VIPER
Q8IYT8,ULK2,kin,2.354888007847512,VIPER
Q99986,VRK1,kin,2.03352673171842,VIPER
Q9BXL7,CARD11,kin,-2.169219300278741,PhosphoScore
P04626,ERBB2,kin,-1.970458996107072,PhosphoScore
P18433,PTPRA,phos,2.001936987546528,PhosphoScore
O75582,RPS6KA5,kin,2.3597114830619317,PhosphoScore
Q02952,AKAP12,other,2.194213191988874,PhosphoScore
Q96FF9,CDCA5,other,2.000285206253504,PhosphoScore
Q9H4E7,DEF6,other,-2.168586263231806,PhosphoScore
Q04637,EIF4G1,other,-2.048420976921592,PhosphoScore
P09211,GSTP1,other,2.8586616829705513,PhosphoScore
P09651,HNRNPA1,other,-3.1282628987963577,PhosphoScore
P35568,IRS1,other,-2.272072117124501,PhosphoScore
Q00987,MDM2,other,2.5231955613655948,PhosphoScore
P62753,RPS6,other,-4.814307425460821,PhosphoScore
P55011,SLC12A2,other,-3.241436156428729,PhosphoScore
Q92504,SLC39A7,other,2.3480036458924616,PhosphoScore
P19634,SLC9A1,other,4.4558266879341994,PhosphoScore
P11388,TOP2A,other,-1.963718965711427,PhosphoScore
P55327,TPD52,other,-2.5406211278178015,PhosphoScore
Q9ULW0,TPX2,other,-2.572695935458929,PhosphoScore
P13051,UNG,other,-2.0392665591571197,PhosphoScore
Q9P2Y5,UVRAG,other,-2.050006168029302,PhosphoScore
