UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,4.260811164634893,VIPER
P18850,ATF6,tf,4.328494880611412,VIPER
Q99626,CDX2,tf,-3.2740640445745,VIPER
Q16254,E2F4,tf,9.415411933156623,VIPER
Q92731,ESR2,tf,3.182469107703307,VIPER
O43524,FOXO3,tf,3.287009121354876,VIPER
P15976,GATA1,tf,-2.2671845038992076,VIPER
P10070,GLI2,tf,-2.1183106601052444,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.3834645151320615,VIPER
Q16665,HIF1A,tf,4.242656440816968,VIPER
P20823,HNF1A,tf,-2.237990076097903,VIPER
P01106,MYC,tf,11.80779872748214,VIPER
P04198,MYCN,tf,2.423193033955424,VIPER
Q16236,NFE2L2,tf,3.876770181942531,VIPER
P19838,NFKB1,tf,2.194008934484781,VIPER
Q13285,NR5A1,tf,-2.62454492502522,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,7.7312893337728035,VIPER
P48382,RFX5,tf,7.24279795480095,VIPER
Q13761,RUNX3,tf,-1.9842152860272695,VIPER
P56693,SOX10,tf,-2.563111532583482,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.4315672159946993,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.1552586506156213,VIPER
P36956,SREBF1,tf,1.9994316614984862,VIPER
Q12772,SREBF2,tf,1.9806082882276461,VIPER
P42224,STAT1,tf,3.4211540577698782,VIPER
P40763,STAT3,tf,2.629898779823937,VIPER
P19532,TFE3,tf,3.753084317937826,VIPER
P19484,TFEB,tf,4.660822711208623,VIPER
P11473,VDR,tf,2.4979468503353153,VIPER
Q2M2I8,AAK1,kin,2.1753515259292797,VIPER
Q00537,CDK17,kin,3.405129924236416,VIPER
Q9BWU1,CDK19,kin,6.399941014365624,VIPER
SIGNOR-C144,CDK5_CDK5R1,kin,-2.0412387111471886,VIPER
P49336,CDK8,kin,7.016087755553388,VIPER
Q13627,DYRK1A,kin,2.1829047332434213,VIPER
Q86Z02,HIPK1,kin,-0.07345693105721915,VIPER
Q6P0Q8,MAST2,kin,-5.313772758666328,VIPER
Q8WXR4,MYO3B,kin,-0.4398406799377332,VIPER
Q8TD19,NEK9,kin,-2.2537701220051103,VIPER
Q15118,PDK1,kin,2.7056890790367514,VIPER
O15530,PDPK1,kin,2.623130626488153,VIPER
Q9BXM7,PINK1,kin,2.9097386568546577,VIPER
Q04759,PRKCQ,kin,3.2582652701964,VIPER
Q9UKI8,TLK1,kin,-3.575259174786221,VIPER
Q9UIG0,BAZ1B,kin,-3.249648853621585,PhosphoScore
O00418,EEF2K,kin,-2.5270822953234253,PhosphoScore
P07948,LYN,kin,2.162173955959146,PhosphoScore
O75582,RPS6KA5,kin,-2.241333238616503,PhosphoScore
Q9H2G2,SLK,kin,-2.0439019889659984,PhosphoScore
Q8WYL5,SSH1,phos,4.514368432889276,PhosphoScore
Q02952,AKAP12,other,-3.1137408170176917,PhosphoScore
P42331,ARHGAP25,other,-2.5106003753227535,PhosphoScore
Q13541,EIF4EBP1,other,2.1121895737352556,PhosphoScore
Q9Y4H2,IRS2,other,2.0706579432323156,PhosphoScore
P51787,KCNQ1,other,-3.4431319057341176,PhosphoScore
Q13835,PKP1,other,-4.928220481715046,PhosphoScore
P08567,PLEK,other,2.839259335937365,PhosphoScore
O43148,RNMT,other,-3.2164041324173764,PhosphoScore
Q9BST9,RTKN,other,-2.8660152902036815,PhosphoScore
P06702,S100A9,other,-2.656227310483703,PhosphoScore
Q92504,SLC39A7,other,-2.237544908131415,PhosphoScore
P49815,TSC2,other,-2.398659024275238,PhosphoScore
