UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,5.179615203596077,VIPER
P18850,ATF6,tf,4.878467650647784,VIPER
Q99626,CDX2,tf,-3.4800483412194945,VIPER
Q16254,E2F4,tf,6.251889561960772,VIPER
P03372,ESR1,tf,0.216990436429912,VIPER+PhosphoScore
Q92731,ESR2,tf,4.086590386021573,VIPER
Q01543,FLI1,tf,-2.481439634945044,VIPER
P55317,FOXA1,tf,2.2901876588255288,VIPER
O43524,FOXO3,tf,3.521875146841921,VIPER
P15976,GATA1,tf,-3.1108544407815004,VIPER
P10070,GLI2,tf,-2.11321545775495,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.6037146221319647,VIPER
Q16665,HIF1A,tf,5.094927119069555,VIPER
P20823,HNF1A,tf,-7.022752044243232,VIPER
P41235,HNF4A,tf,-2.589330869957719,VIPER
P51608,MECP2,tf,-2.090060572801129,VIPER
P01106,MYC,tf,10.251268358334132,VIPER
P04198,MYCN,tf,2.2442973719528765,VIPER
SIGNOR-C93,MYOD1_SWI_SNF_COMPLEX,tf,-2.021437357624604,VIPER
Q13469,NFATC2,tf,-2.5064897678829063,VIPER
Q16236,NFE2L2,tf,4.021895669819511,VIPER
Q13285,NR5A1,tf,-2.60254728609739,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,6.025998630591883,VIPER
P48382,RFX5,tf,5.406224511279208,VIPER
P84022,SMAD3,tf,2.187112693425901,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.8465075969706533,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.7571855509233023,VIPER
P42224,STAT1,tf,3.2495719689080786,VIPER
Q92754,TFAP2C,tf,2.0779926732942657,VIPER
P19532,TFE3,tf,4.193230352872977,VIPER
P19484,TFEB,tf,4.857035504009036,VIPER
P04637,TP53,tf,2.243831677961666,VIPER
P22415,USF1,tf,2.4707214173779484,VIPER
Q15853,USF2,tf,3.6048057500391018,VIPER
P11473,VDR,tf,2.1342139889146723,VIPER
P06748,NPM1,tf,2.5026941202254886,PhosphoScore
P04150,NR3C1,tf,2.1152997432771796,PhosphoScore
Q12888,TP53BP1,tf,-1.9677356643757271,PhosphoScore
P46937,YAP1,tf,2.050489104849812,PhosphoScore
P00519,ABL1,kin,3.2464028169592196,VIPER
P27037,ACVR2A,kin,-5.017858231346897,VIPER
Q13705,ACVR2B,kin,-3.166318452048874,VIPER
P31749,AKT1,kin,2.2214785462793634,VIPER
Q9UM73,ALK,kin,3.3375736675527445,VIPER
Q13315,ATM,kin,-2.1615177850806253,VIPER
Q96GD4,AURKB,kin,-1.324822146504058,VIPER
P30530,AXL,kin,2.149374205588785,VIPER
P36894,BMPR1A,kin,-4.818251791495963,VIPER
O00238,BMPR1B,kin,-4.446197448487274,VIPER
Q13873,BMPR2,kin,-3.5270554730494426,VIPER
P51813,BMX,kin,2.713175209996848,VIPER
Q06187,BTK,kin,2.8289385745392157,VIPER
Q8N5S9,CAMKK1,kin,2.7810581503689695,VIPER
Q96RR4,CAMKK2,kin,3.2802007666224142,VIPER
P06493,CDK1,kin,-8.25043811343694,VIPER
Q15131,CDK10,kin,-2.692407511555416,VIPER
P24941,CDK2,kin,-9.690498534636168,VIPER
Q00526,CDK3,kin,-7.193213738960857,VIPER
P11802,CDK4,kin,-2.835259281339135,VIPER
Q00535,CDK5,kin,-6.123848237767636,VIPER
Q00534,CDK6,kin,-5.425637264572348,VIPER
P49760,CLK2,kin,-2.4757302815130666,VIPER
P49761,CLK3,kin,-6.232072792134903,VIPER
P07333,CSF1R,kin,3.619863268025595,VIPER
P41240,CSK,kin,3.3477481139377465,VIPER
P68400,CSNK2A1,kin,-2.488063804893311,VIPER
Q08345,DDR1,kin,3.3638236204413383,VIPER
Q16832,DDR2,kin,3.716519878745152,VIPER
Q9BY84,DUSP16,phos,2.7563122602530643,VIPER
P00533,EGFR,kin,3.4648640656604095,VIPER
Q8IXL6,FAM20C,kin,-2.126110912498065,VIPER
P16591,FER,kin,2.6475108241915715,VIPER
P22455,FGFR4,kin,2.16524636327712,VIPER
P09769,FGR,kin,2.3905549227835627,VIPER
Q15835,GRK1,kin,-4.045997849833171,VIPER
P25098,GRK2,kin,-6.36471581374333,VIPER
P35626,GRK3,kin,-3.9993486266221168,VIPER
P32298,GRK4,kin,-2.5132801548357557,VIPER
P34947,GRK5,kin,-2.097539915605449,VIPER
Q8WTQ7,GRK7,kin,-6.919254483830354,VIPER
P49840,GSK3A,kin,-2.1223025080274667,VIPER
P08069,IGF1R,kin,3.182450484735806,VIPER
P06213,INSR,kin,1.9872726171016968,VIPER
P14616,INSRR,kin,2.498071928172977,VIPER
P51617,IRAK1,kin,2.6886453709692004,VIPER
Q9NWZ3,IRAK4,kin,6.435622713291529,VIPER
Q08881,ITK,kin,2.2515980844937995,VIPER
