UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,5.2380577867935525,VIPER
P15336,ATF2,tf,2.26657045025709,VIPER
P18850,ATF6,tf,4.448272497460137,VIPER
Q99626,CDX2,tf,-3.2301428880560956,VIPER
Q16254,E2F4,tf,7.173826081384703,VIPER
P19419,ELK1,tf,3.2228189310978377,VIPER
P03372,ESR1,tf,-1.9278547652293079,VIPER+PhosphoScore
Q92731,ESR2,tf,4.91458303498598,VIPER
O43524,FOXO3,tf,2.3579981539639863,VIPER
P98177,FOXO4,tf,2.260402871716513,VIPER
P15976,GATA1,tf,-2.385832514687957,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.7265211056656597,VIPER
Q16665,HIF1A,tf,5.013702263274813,VIPER
P20823,HNF1A,tf,-5.336350141747581,VIPER
P01106,MYC,tf,11.508862726912675,VIPER
P04198,MYCN,tf,2.489219108306261,VIPER
Q16236,NFE2L2,tf,4.556769716856004,VIPER
Q14938,NFIX,tf,-2.074248097753469,VIPER
Q13285,NR5A1,tf,-2.9041508187451988,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,5.398639423673199,VIPER
P48382,RFX5,tf,5.003796687538198,VIPER
Q15797,SMAD1,tf,2.122173654919771,VIPER
P84022,SMAD3,tf,3.0255143512168656,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.5496966725659758,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.696009490466401,VIPER
P08047,SP1,tf,3.5246698392119096,VIPER
P11831,SRF,tf,2.5468606343632705,VIPER
P42224,STAT1,tf,2.2723308196844743,VIPER
P40763,STAT3,tf,2.326177550742739,VIPER
Q92754,TFAP2C,tf,3.01445284072035,VIPER
P19532,TFE3,tf,3.8988968469218515,VIPER
P19484,TFEB,tf,4.188940150382336,VIPER
P04637,TP53,tf,3.700090813059369,VIPER
P22415,USF1,tf,2.1106120551498386,VIPER
Q15853,USF2,tf,2.574738975769704,VIPER
P11473,VDR,tf,2.533160902341826,VIPER
P46937,YAP1,tf,2.1570662738626796,VIPER
Q00613,HSF1,tf,-2.0469545738169592,PhosphoScore
P06748,NPM1,tf,2.2333470929706154,PhosphoScore
P00519,ABL1,kin,2.616134110298404,VIPER
Q13315,ATM,kin,-2.4054494892385976,VIPER
P36894,BMPR1A,kin,-2.1046199639796317,VIPER
Q9UQM7,CAMK2A,kin,-2.7197805211051556,VIPER
Q13554,CAMK2B,kin,-3.332658722707106,VIPER
Q13555,CAMK2G,kin,-2.299357483555492,VIPER
Q8N5S9,CAMKK1,kin,5.814631745222628,VIPER
Q96RR4,CAMKK2,kin,2.795686653699393,VIPER+PhosphoScore
P06493,CDK1,kin,-4.653408579827873,VIPER
Q15131,CDK10,kin,-4.600910269981009,VIPER
P211272,CDK11B,kin,-2.0620464165468864,VIPER
Q9NYV4,CDK12,kin,-0.2730249915287024,VIPER+PhosphoScore
Q14004,CDK13,kin,-2.4391760669064153,VIPER
O94921,CDK14,kin,-3.1016660740135493,VIPER
Q00536,CDK16,kin,-2.9371248650191992,VIPER
P24941,CDK2,kin,-7.0456189874347,VIPER
Q8IZL9,CDK20,kin,-2.147522634033799,VIPER
Q00526,CDK3,kin,-7.0144142410854275,VIPER
P11802,CDK4,kin,-4.091575655844109,VIPER
Q00535,CDK5,kin,-7.13503301288995,VIPER
Q00534,CDK6,kin,-5.642814908463336,VIPER
Q00532,CDKL1,kin,-3.0441613203185645,VIPER
P49759,CLK1,kin,-6.226326490856705,VIPER
P49760,CLK2,kin,-8.736430500001044,VIPER
P49761,CLK3,kin,-9.438623130365968,VIPER
Q9HAZ1,CLK4,kin,-6.0720344243750874,VIPER
Q16828,DUSP6,phos,2.4242488987907698,VIPER
Q13202,DUSP8,phos,2.2255561803335158,VIPER
Q9NR20,DYRK4,kin,-2.6267168166684716,VIPER
Q8IXL6,FAM20C,kin,-3.9923685499420087,VIPER
P09769,FGR,kin,2.6664915371467552,VIPER
P42685,FRK,kin,2.008905265269524,VIPER
Q15835,GRK1,kin,-2.8102129248698025,VIPER
P25098,GRK2,kin,-2.7063774651785315,VIPER
P43250,GRK6,kin,-2.9740742511376084,VIPER
Q8WTQ7,GRK7,kin,-4.715917525242919,VIPER
P49840,GSK3A,kin,-4.596339910673152,VIPER
P49841,GSK3B,kin,-2.7633109004096967,VIPER
Q86Z02,HIPK1,kin,-1.5317594230614922,VIPER
P51617,IRAK1,kin,3.1159503160371926,VIPER
Q9NWZ3,IRAK4,kin,5.124852614428711,VIPER
O60674,JAK2,kin,2.123686575716656,VIPER
O95835,LATS1,kin,-4.9846074296933045,VIPER
Q9NRM7,LATS2,kin,-2.6948165348948643,VIPER
P29376,LTK,kin,2.071168711293835,VIPER
Q6ZN16,MAP3K15,kin,3.7562771071639856,VIPER
P49137,MAPKAPK2,kin,-2.371252282114986,VIPER
Q6P0Q8,MAST2,kin,-7.640432748853901,VIPER
Q96GX5,MASTL,kin,2.1075354748311685,VIPER
Q9UQ07,MOK,kin,-2.2045113140534345,VIPER
P00540,MOS,kin,-2.2097144224333714,VIPER
Q04912,MST1R,kin,2.092626256065443,VIPER
O15146,MUSK,kin,2.3812661903771324,VIPER
Q96PY6,NEK1,kin,8.902848346782612,VIPER
