UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,3.953665277002243,VIPER+PhosphoScore
P18850,ATF6,tf,4.788242271300555,VIPER
Q99626,CDX2,tf,-2.997042172401042,VIPER
P49715,CEBPA,tf,2.170561406468751,VIPER
Q16254,E2F4,tf,7.6694158398592815,VIPER
P19419,ELK1,tf,2.8423098017263366,VIPER
Q92731,ESR2,tf,2.706951192121481,VIPER
P15036,ETS2,tf,2.0115749083551697,VIPER
O43524,FOXO3,tf,3.1253824242358608,VIPER
P98177,FOXO4,tf,3.2437117637961714,VIPER
P15976,GATA1,tf,-2.352128949273801,VIPER
Q14469,HES1,tf,2.528342802856792,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.455584274407699,VIPER
Q16665,HIF1A,tf,3.641400046394198,VIPER
P20823,HNF1A,tf,-2.6635130033071426,VIPER
P01106,MYC,tf,10.218905556225435,VIPER
P04198,MYCN,tf,2.4791875658350784,VIPER
SIGNOR-C93,MYOD1_SWI_SNF_COMPLEX,tf,-2.2079641301001383,VIPER
Q16236,NFE2L2,tf,3.915230880866735,VIPER
SIGNOR-C13,NFKB_P65_P50,tf,2.286523307632136,VIPER
Q13285,NR5A1,tf,-2.360916301225878,VIPER
P26367,PAX6,tf,-2.655789651238539,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,3.4963324962552242,VIPER
P48382,RFX5,tf,4.693952529730507,VIPER
P56693,SOX10,tf,-2.1318354582025205,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.52336110319547,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.1028773073967493,VIPER
P36956,SREBF1,tf,2.4880135894361506,VIPER
Q12772,SREBF2,tf,2.683684519201921,VIPER
P11831,SRF,tf,2.190697587445251,VIPER
P42224,STAT1,tf,3.625133627456353,VIPER
P19532,TFE3,tf,3.3798480415597,VIPER
P19484,TFEB,tf,5.048316646699251,VIPER
P04637,TP53,tf,2.2014478013859256,VIPER
Q15853,USF2,tf,2.593392864337368,VIPER
P11473,VDR,tf,2.4591740819453083,VIPER
P46937,YAP1,tf,2.2148162935136964,VIPER
