UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,1.3044525076991622,VIPER+PhosphoScore
P15336,ATF2,tf,3.366314269156211,VIPER
P18850,ATF6,tf,4.698987624507048,VIPER
Q99626,CDX2,tf,-3.383581435076701,VIPER
Q16254,E2F4,tf,8.941608585925328,VIPER
P03372,ESR1,tf,2.118013135828769,VIPER
Q92731,ESR2,tf,4.32459976736078,VIPER
P01100,FOS,tf,2.0371516255751585,VIPER
P55317,FOXA1,tf,2.578903214460977,VIPER
Q08050,FOXM1,tf,2.2915909748555126,VIPER
O43524,FOXO3,tf,2.6515965052759163,VIPER
P15976,GATA1,tf,-2.3529672515050395,VIPER
Q16665,HIF1A,tf,5.366217678161561,VIPER
P20823,HNF1A,tf,-4.5121382334927755,VIPER
P41235,HNF4A,tf,-2.600397418620836,VIPER
P01106,MYC,tf,10.909594867299512,VIPER
P04198,MYCN,tf,2.9989928567460367,VIPER
Q16236,NFE2L2,tf,3.8812178301957814,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,5.853173591482196,VIPER
P48382,RFX5,tf,5.452747184518995,VIPER
Q13761,RUNX3,tf,-2.6193763719683556,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.5088496540731717,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.868786132171206,VIPER
P08047,SP1,tf,2.2569302294506355,VIPER
P42224,STAT1,tf,5.110950111357797,VIPER
P40763,STAT3,tf,2.9196975503888654,VIPER
P42229,STAT5A,tf,2.3708486717505997,VIPER
Q92754,TFAP2C,tf,2.7478036785848445,VIPER
P19532,TFE3,tf,3.916052690886733,VIPER
P19484,TFEB,tf,4.73115528921558,VIPER
P04637,TP53,tf,0.2905629256864344,VIPER+PhosphoScore
P46937,YAP1,tf,-0.30889435908560436,VIPER+PhosphoScore
P35222,CTNNB1,tf,-3.2018098602308247,PhosphoScore
Q00613,HSF1,tf,-2.2281611426427252,PhosphoScore
P04150,NR3C1,tf,-2.1421604320926417,PhosphoScore
P27037,ACVR2A,kin,8.254151739744206,VIPER
Q13705,ACVR2B,kin,9.123969213977334,VIPER
P31749,AKT1,kin,-6.122004272460735,VIPER
P31751,AKT2,kin,-3.287199082754992,VIPER
Q9Y243,AKT3,kin,-3.482741184544244,VIPER
Q96GD4,AURKB,kin,-2.3117895489736724,VIPER
P36894,BMPR1A,kin,9.220750479836413,VIPER
O00238,BMPR1B,kin,9.430916151276296,VIPER
Q13873,BMPR2,kin,5.57978582609544,VIPER
Q8TDC3,BRSK1,kin,-5.754710451168622,VIPER
Q8IWQ3,BRSK2,kin,-11.290750828971326,VIPER
Q96NX5,CAMK1G,kin,-4.114461845392202,VIPER
Q9UQM7,CAMK2A,kin,2.3203344791647416,VIPER
Q13554,CAMK2B,kin,-0.3546734175289744,VIPER
Q13555,CAMK2G,kin,2.52165667091451,VIPER
Q16566,CAMK4,kin,-2.699404261482364,VIPER
Q15131,CDK10,kin,-2.547221631326954,VIPER
O94921,CDK14,kin,-3.318636711949178,VIPER
P11802,CDK4,kin,-2.1135498333683636,VIPER
SIGNOR-C144,CDK5_CDK5R1,kin,-3.029139049306368,VIPER
Q00534,CDK6,kin,-1.9675292911328088,VIPER
P50750,CDK9,kin,-2.2481120704390114,VIPER
P38936,CDKN1A,kin,-2.5154641531804356,VIPER
O96017,CHEK2,kin,-3.227963819015113,VIPER
P68400,CSNK2A1,kin,2.40045051543926,VIPER
SIGNOR-C37,CYCLINK_CDK12,kin,2.6308599809444253,VIPER
SIGNOR-C38,CYCLINK_CDK13,kin,2.111129974284421,VIPER
Q9UIK4,DAPK2,kin,-2.8463337426974262,VIPER
Q6XUX3,DSTYK,kin,6.534733503218512,VIPER
Q9BY84,DUSP16,phos,-2.6078053563895645,VIPER
Q13115,DUSP4,phos,-0.7489129710569599,VIPER
Q16829,DUSP7,phos,-2.847685635946602,VIPER
Q13202,DUSP8,phos,-2.655624500720634,VIPER
Q9Y463,DYRK1B,kin,-2.5810240364761956,VIPER
O43781,DYRK3,kin,-3.4999900751670827,VIPER
P04626,ERBB2,kin,-1.1472467846310488,VIPER
Q8IXL6,FAM20C,kin,5.76169427246366,VIPER
Q15835,GRK1,kin,5.291532221666755,VIPER
P25098,GRK2,kin,5.348539287690108,VIPER
P35626,GRK3,kin,4.972452216024545,VIPER
P32298,GRK4,kin,4.733326064035042,VIPER
P34947,GRK5,kin,4.118319223702742,VIPER
P43250,GRK6,kin,4.932516390134194,VIPER
Q8WTQ7,GRK7,kin,6.322455446326161,VIPER
P49840,GSK3A,kin,1.968475933342518,VIPER
Q86Z02,HIPK1,kin,-2.5243173116904587,VIPER
Q9H422,HIPK3,kin,-2.4524093916246,VIPER
Q8NE63,HIPK4,kin,-0.6081582533580778,VIPER
Q9NWZ3,IRAK4,kin,-2.7365119666579574,VIPER
Q8IVT5,KSR1,kin,-2.8087090816561804,VIPER
O95835,LATS1,kin,2.228417766853921,VIPER
P06239,LCK,kin,2.049080798426803,VIPER
P53667,LIMK1,kin,-2.227351263021832,VIPER
P07948,LYN,kin,2.130530939251682,VIPER
P46734,MAP2K3,kin,-2.6194339652245886,VIPER
Q15759,MAPK11,kin,-1.9827367580382231,VIPER
Q9P0L2,MARK1,kin,-3.6140415994938984,VIPER
Q7KZI7,MARK2,kin,-3.708975568290796,VIPER
P27448,MARK3,kin,-2.8763509510717364,VIPER
Q96L34,MARK4,kin,-3.886263323930212,VIPER
Q6P0Q8,MAST2,kin,-6.702392497574338,VIPER
Q96GX5,MASTL,kin,-4.242287472468933,VIPER
Q14680,MELK,kin,-8.320951917976346,VIPER
P00540,MOS,kin,4.775077673355428,VIPER
Q86YV6,MYLK4,kin,-2.1004063378021067,VIPER
Q9HC98,NEK6,kin,3.4455359811678914,VIPER
Q8TDX7,NEK7,kin,2.6807745433833507,VIPER
Q9UBE8,NLK,kin,-3.263084907936156,VIPER
O60285,NUAK1,kin,-5.485016599925705,VIPER
Q9H093,NUAK2,kin,-3.103054550921653,VIPER
Q13153,PAK1,kin,-3.0474372350884784,VIPER
Q13177,PAK2,kin,-5.151704887340299,VIPER
O75914,PAK3,kin,-6.589201565728739,VIPER
O96013,PAK4,kin,-5.8761174365777835,VIPER
Q9P286,PAK5,kin,-6.645422856136093,VIPER
Q9NQU5,PAK6,kin,-4.291055786229124,VIPER
Q15118,PDK1,kin,-6.635349895717178,VIPER
O15530,PDPK1,kin,2.314730402128388,VIPER
Q16816,PHKG1,kin,-2.7868890979054646,VIPER
P15735,PHKG2,kin,-8.468836416399535,VIPER
Q16512,PKN1,kin,-7.332220915534786,VIPER
Q16513,PKN2,kin,-2.190164532502353,VIPER
Q9NYY3,PLK2,kin,6.56842656662335,VIPER
Q9H4B4,PLK3,kin,3.835516558955099,VIPER
P22694,PRKACB,kin,-2.3267058984183113,VIPER
P22612,PRKACG,kin,-2.5282460357057843,VIPER
Q04759,PRKCQ,kin,-2.182642475677084,VIPER
O94806,PRKD3,kin,-2.3837745954949296,VIPER
Q13546,RIPK1,kin,-8.776006972911304,VIPER
O43353,RIPK2,kin,-6.3676641246792105,VIPER
Q13464,ROCK1,kin,-5.024556892789637,VIPER
O75116,ROCK2,kin,-3.7605534225861557,VIPER
P08922,ROS1,kin,-2.115901529497573,VIPER
Q15418,RPS6KA1,kin,-3.296704843157583,VIPER
O00141,SGK1,kin,-2.455599988296805,VIPER
Q9HBY8,SGK2,kin,-2.1751579979328772,VIPER
Q96BR1,SGK3,kin,-4.089851373515984,VIPER
Q9NRH2,SNRK,kin,-10.151719758240866,VIPER
Q9UPE1,SRPK3,kin,-2.165554577134165,VIPER
Q9BYT3,STK33,kin,-2.3056689457126343,VIPER
Q9UHD2,TBK1,kin,1.9745808604798962,VIPER
P36897,TGFBR1,kin,7.691664113542639,VIPER
Q59H18,TNNI3K,kin,-1.5094322687519586,VIPER
Q8TAS1,UHMK1,kin,-2.918062799293413,VIPER
Q86Y07,VRK2,kin,-2.7316359732278914,VIPER
Q9H4A3,WNK1,kin,-9.121139743197382,VIPER
Q9BYP7,WNK3,kin,-11.219998448186164,VIPER
Q96J92,WNK4,kin,-9.16895531548912,VIPER+PhosphoScore
Q9BXL7,CARD11,kin,-4.067882135101676,PhosphoScore
P50613,CDK7,kin,-3.0587386521500166,PhosphoScore
O00418,EEF2K,kin,-2.1054766715912425,PhosphoScore
P49841,GSK3B,kin,-2.071074052854254,PhosphoScore
P28482,MAPK1,kin,-6.223961600390712,PhosphoScore
O15264,MAPK13,kin,-2.672482795219385,PhosphoScore
Q13131,PRKAA1,kin,5.564426387566965,PhosphoScore
P04049,RAF1,kin,3.281415214345339,PhosphoScore
P43405,SYK,kin,2.36261652733614,PhosphoScore
O75385,ULK1,kin,3.365389154966135,PhosphoScore
Q92974,ARHGEF2,other,0.03767905861670151,PhosphoScore
Q92934,BAD,other,-2.7370407958122516,PhosphoScore
P51397,DAP,other,3.2792915959047835,PhosphoScore
P26358,DNMT1,other,-2.2905348499824503,PhosphoScore
Q9UQC2,GAB2,other,2.156079465289035,PhosphoScore
P35568,IRS1,other,3.695642159878706,PhosphoScore
P27816,MAP4,other,4.150763929095902,PhosphoScore
Q08499,PDE4D,other,-2.455145616531744,PhosphoScore
Q13835,PKP1,other,-2.0802359495549334,PhosphoScore
Q14738,PPP2R5D,other,3.3675127734066903,PhosphoScore
Q9BST9,RTKN,other,-2.2841033198481986,PhosphoScore
Q13586,STIM1,other,2.06245822946686,PhosphoScore
Q16623,STX1A,other,-2.607924794626517,PhosphoScore
P08670,VIM,other,-4.957678261694154,PhosphoScore
