UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,0.8006316894955425,VIPER+PhosphoScore
P18848,ATF4,tf,2.3517295656673043,VIPER
P18850,ATF6,tf,4.700650913175374,VIPER
Q99626,CDX2,tf,-4.363572311506708,VIPER
O00716,E2F3,tf,2.3964597483790078,VIPER
Q16254,E2F4,tf,10.251627291785917,VIPER
P19419,ELK1,tf,2.763232727871981,VIPER
Q92731,ESR2,tf,3.0333865011180112,VIPER
P14921,ETS1,tf,2.8788909814763715,VIPER
P15036,ETS2,tf,2.0581064572014105,VIPER
O43524,FOXO3,tf,2.5661191752938954,VIPER
P98177,FOXO4,tf,2.07916230837564,VIPER
P15976,GATA1,tf,-2.632572574135494,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.5531258355490967,VIPER
Q16665,HIF1A,tf,5.1755555973294785,VIPER
P20823,HNF1A,tf,-6.436632395535149,VIPER
P41235,HNF4A,tf,-2.524289551377594,VIPER
P10914,IRF1,tf,2.9966105930847426,VIPER
P01106,MYC,tf,12.298879345729041,VIPER
P04198,MYCN,tf,3.934020565397801,VIPER
SIGNOR-C93,MYOD1_SWI_SNF_COMPLEX,tf,-2.02671194263375,VIPER
Q16236,NFE2L2,tf,4.748829883099094,VIPER
P08651,NFIC,tf,2.1862266669663026,VIPER
SIGNOR-C13,NFKB_P65_P50,tf,2.3099938382586327,VIPER
P19838,NFKB1,tf,2.233151730371345,VIPER
P23511,NFYA,tf,2.293941571051553,VIPER
Q13285,NR5A1,tf,-2.831677696216991,VIPER
Q04206,RELA,tf,2.6008114219427836,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,9.25416918690822,VIPER
P48382,RFX5,tf,8.412753734943303,VIPER
Q13761,RUNX3,tf,-2.3067678635979036,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.4385174995262027,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.3312266338898238,VIPER
P08047,SP1,tf,2.1166375569807947,VIPER
P42224,STAT1,tf,6.201589967103543,VIPER
P40763,STAT3,tf,4.136665282268027,VIPER
P05549,TFAP2A,tf,2.248612454114692,VIPER
P19532,TFE3,tf,4.323862643381731,VIPER
P19484,TFEB,tf,3.811819204160158,VIPER
P04637,TP53,tf,3.2122982125477373,VIPER+PhosphoScore
P11473,VDR,tf,2.668867661261872,VIPER
P46937,YAP1,tf,2.484237612320809,VIPER
Q09472,EP300,tf,2.057380696511878,PhosphoScore
P03372,ESR1,tf,-2.713788614716216,PhosphoScore
P42229,STAT5A,tf,3.7002792465222063,PhosphoScore
Q2M2I8,AAK1,kin,2.8956078899850914,VIPER
P27037,ACVR2A,kin,-11.121000299551751,VIPER
Q13705,ACVR2B,kin,-11.657691269752993,VIPER
P31751,AKT2,kin,3.0431214103970143,VIPER
Q9Y243,AKT3,kin,2.3937331795158867,VIPER
Q13315,ATM,kin,-4.748877674945163,VIPER
P36894,BMPR1A,kin,-10.18608118563027,VIPER
O00238,BMPR1B,kin,-9.937934054396157,VIPER
Q13873,BMPR2,kin,-6.209719970243498,VIPER
P51813,BMX,kin,-2.0189366818750156,VIPER
O43683,BUB1,kin,2.451734255667783,VIPER
Q8IU85,CAMK1D,kin,2.5695170345922946,VIPER
Q96NX5,CAMK1G,kin,3.1840769206147232,VIPER
Q13555,CAMK2G,kin,-8.167821393152991,VIPER
Q16566,CAMK4,kin,2.2696233658632194,VIPER
O00311,CDC7,kin,-3.7762309493972133,VIPER
P06493,CDK1,kin,7.619227441458004,VIPER
Q15131,CDK10,kin,7.226477458258926,VIPER
Q9NYV4,CDK12,kin,2.8621770289877637,VIPER
O94921,CDK14,kin,5.685380875429731,VIPER
Q00536,CDK16,kin,8.05053357774116,VIPER
Q00537,CDK17,kin,5.410010689787428,VIPER
Q07002,CDK18,kin,4.451203333569124,VIPER
Q9BWU1,CDK19,kin,2.5116270928196958,VIPER
P24941,CDK2,kin,10.71158380610101,VIPER
Q00526,CDK3,kin,7.455623608338066,VIPER
P11802,CDK4,kin,10.015110805217274,VIPER
Q00535,CDK5,kin,9.591784022921548,VIPER
SIGNOR-C144,CDK5_CDK5R1,kin,3.1655721074437064,VIPER
Q00534,CDK6,kin,11.445841166139108,VIPER
P50613,CDK7,kin,4.1534009017738835,VIPER
P49336,CDK8,kin,2.753287853607423,VIPER
P50750,CDK9,kin,4.019657056348332,VIPER
Q00532,CDKL1,kin,3.522618981903055,VIPER
O76039,CDKL5,kin,5.1724565637667546,VIPER
P38936,CDKN1A,kin,2.148937168260704,VIPER
O14757,CHEK1,kin,2.4080273820483376,VIPER
P49759,CLK1,kin,4.982667463724503,VIPER
P49760,CLK2,kin,3.0877024769889703,VIPER
P41240,CSK,kin,-2.020376799873436,VIPER
Q9HCP0,CSNK1G1,kin,2.2153690281713216,VIPER
P68400,CSNK2A1,kin,-2.3419781513360802,VIPER
P19784,CSNK2A2,kin,-2.491208169551027,VIPER
Q6XUX3,DSTYK,kin,-7.489948449699514,VIPER
O00418,EEF2K,kin,5.742152946728173,VIPER
P00533,EGFR,kin,-2.6785283502349704,VIPER
P29317,EPHA2,kin,-2.085557352173927,VIPER
P54764,EPHA4,kin,-2.2584041797548067,VIPER
P54756,EPHA5,kin,-2.2001410813196447,VIPER
Q9UF33,EPHA6,kin,-2.2462186982643573,VIPER
P04626,ERBB2,kin,-2.2022230071373983,VIPER+PhosphoScore
Q8IXL6,FAM20C,kin,-7.673151743318058,VIPER
P07332,FES,kin,-2.0680838897180456,VIPER
P21802,FGFR2,kin,-2.174365539358111,VIPER
P22607,FGFR3,kin,-2.194426205238425,VIPER
P42685,FRK,kin,-2.001176809719369,VIPER
Q15835,GRK1,kin,-6.178904914020853,VIPER
P25098,GRK2,kin,-5.247033303321065,VIPER
P35626,GRK3,kin,-4.897022112336726,VIPER
P32298,GRK4,kin,-7.9546139330543895,VIPER
P34947,GRK5,kin,-2.617725459330508,VIPER
P43250,GRK6,kin,-2.6937144030365965,VIPER
Q8WTQ7,GRK7,kin,-4.638251508929004,VIPER
Q8TF76,HASPIN,kin,2.4817086238423145,VIPER
O14920,IKBKB,kin,2.122209586031161,VIPER
Q9NWZ3,IRAK4,kin,2.5870120129439442,VIPER
Q5S007,LRRK2,kin,7.110045151337393,VIPER
P45985,MAP2K4,kin,-2.5305823845907103,VIPER
P52564,MAP2K6,kin,-2.381516042997469,VIPER
P28482,MAPK1,kin,4.076517948485685,VIPER
Q16539,MAPK14,kin,2.044159564341521,VIPER
P27361,MAPK3,kin,2.6161731325149744,VIPER
Q16644,MAPKAPK3,kin,2.9825295075808933,VIPER
Q6P0Q8,MAST2,kin,-4.871851885752192,VIPER
Q14680,MELK,kin,3.012466468175942,VIPER
Q9HBH9,MKNK2,kin,2.005339257526989,VIPER
Q9UQ07,MOK,kin,4.771308575958937,VIPER
P00540,MOS,kin,-4.48821882623852,VIPER
O15146,MUSK,kin,-0.8965670150404439,VIPER
Q8NEV4,MYO3A,kin,3.809066078052477,VIPER
Q8WXR4,MYO3B,kin,5.4812487523148805,VIPER
P51956,NEK3,kin,2.2962995241962876,VIPER
Q8TDX7,NEK7,kin,-2.0833325354190193,VIPER
Q9UBE8,NLK,kin,6.011873633907795,VIPER
P15531,NME1,kin,-2.280691728066219,VIPER
O60285,NUAK1,kin,3.957671741071441,VIPER
Q9H093,NUAK2,kin,3.3355105493447663,VIPER
Q16816,PHKG1,kin,4.335822804452559,VIPER
P15735,PHKG2,kin,3.592410598203514,VIPER
Q9P1W9,PIM2,kin,3.845875109859817,VIPER
Q9BXM7,PINK1,kin,3.300388252453655,VIPER
Q16512,PKN1,kin,3.498139375292356,VIPER
Q16513,PKN2,kin,3.173535561936759,VIPER
P53350,PLK1,kin,-0.5792112171620295,VIPER+PhosphoScore
Q9NYY3,PLK2,kin,-11.466694212766546,VIPER
Q9H4B4,PLK3,kin,-9.87602220056563,VIPER
Q04759,PRKCQ,kin,2.0872534461631074,VIPER
O94806,PRKD3,kin,2.518223071578145,VIPER
Q13882,PTK6,kin,-2.100577859470656,VIPER
P08922,ROS1,kin,2.155157076303882,VIPER
O00141,SGK1,kin,2.1877814388160797,VIPER
Q96SB4,SRPK1,kin,4.256431354296909,VIPER
P78362,SRPK2,kin,4.4994233514874304,VIPER
Q9UPE1,SRPK3,kin,4.667080096263238,VIPER
Q9Y2H1,STK38L,kin,-2.338125439916167,VIPER
Q9UHD2,TBK1,kin,-3.463616112895531,VIPER
P36897,TGFBR1,kin,-10.096714201087332,VIPER
Q86UE8,TLK2,kin,-3.5678612965684606,VIPER
Q9UKE5,TNIK,kin,2.8405991463490334,VIPER
Q99986,VRK1,kin,4.382404372474498,VIPER
Q86Y07,VRK2,kin,5.825773235132326,VIPER
O95747,OXSR1,kin,-2.496214391718279,PhosphoScore
Q13153,PAK1,kin,2.724808232453574,PhosphoScore
Q05655,PRKCD,kin,-2.454665013364305,PhosphoScore
P04049,RAF1,kin,-2.188170913591342,PhosphoScore
P33981,TTK,kin,2.0134113439929378,PhosphoScore
Q96J92,WNK4,kin,-1.995020499086697,PhosphoScore
Q9Y4P1,ATG4B,other,-3.664871950185777,PhosphoScore
P51636,CAV2,other,-2.1490783680443863,PhosphoScore
Q9UQC2,GAB2,other,-3.062189184687838,PhosphoScore
P35269,GTF2F1,other,1.9864938440505775,PhosphoScore
P08238,HSP90AB1,other,-2.915537944045422,PhosphoScore
O95239,KIF4A,other,-2.042176540287242,PhosphoScore
Q96F24,NRBF2,other,2.2269674981439507,PhosphoScore
P22059,OSBP,other,2.182028831573798,PhosphoScore
Q8N122,RPTOR,other,-3.727232147610958,PhosphoScore
P06702,S100A9,other,2.332401451320961,PhosphoScore
Q92504,SLC39A7,other,3.458281215030977,PhosphoScore
Q9Y365,STARD10,other,2.003547154122817,PhosphoScore
Q16623,STX1A,other,-3.326262581548004,PhosphoScore
P21731,TBXA2R,other,-2.206217853940041,PhosphoScore
P55327,TPD52,other,2.6722392363622425,PhosphoScore
Q12933,TRAF2,other,-2.5267802822291148,PhosphoScore
