UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,5.508164672022063,VIPER
P15336,ATF2,tf,3.639704156362009,VIPER
P18850,ATF6,tf,4.627995784288399,VIPER
Q99626,CDX2,tf,-2.371616514716276,VIPER
P49715,CEBPA,tf,3.0470588420902973,VIPER
Q16254,E2F4,tf,7.158571191309048,VIPER
P18146,EGR1,tf,2.4417176454888634,VIPER
P19419,ELK1,tf,3.4746228894285722,VIPER
P03372,ESR1,tf,2.651158193000135,VIPER
Q92731,ESR2,tf,4.874234583456842,VIPER
P55317,FOXA1,tf,2.1680310110011405,VIPER
O43524,FOXO3,tf,3.040538521343907,VIPER
P15976,GATA1,tf,-2.6888591856432993,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.546665268162107,VIPER
Q16665,HIF1A,tf,5.733332067509748,VIPER
P20823,HNF1A,tf,-3.983610663071255,VIPER
P10242,MYB,tf,2.1078513613529317,VIPER
P01106,MYC,tf,10.87068818427935,VIPER
P04198,MYCN,tf,2.8134530428774274,VIPER
Q16236,NFE2L2,tf,4.391760203219183,VIPER
Q13285,NR5A1,tf,-2.5216085717712904,VIPER
P37231,PPARG,tf,2.532208252198956,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,7.582926020287821,VIPER
P48382,RFX5,tf,6.881663851847695,VIPER
Q15797,SMAD1,tf,2.3553221389868506,VIPER
P84022,SMAD3,tf,2.164176847310621,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.3385721144402596,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.009022318287556,VIPER
P08047,SP1,tf,4.004821404169598,VIPER
P17947,SPI1,tf,2.785607671948111,VIPER
P42224,STAT1,tf,2.274484178207509,VIPER
P40763,STAT3,tf,2.02575092957803,VIPER
Q92754,TFAP2C,tf,2.7991842525279877,VIPER
P19532,TFE3,tf,4.831280019968773,VIPER
P19484,TFEB,tf,5.607058886507075,VIPER
P04637,TP53,tf,3.670197881119145,VIPER
Q15853,USF2,tf,2.973108846952538,VIPER
P46937,YAP1,tf,2.133817447495911,VIPER
O14896,IRF6,tf,-3.592812642374354,PhosphoScore
P06748,NPM1,tf,2.0562488441204163,PhosphoScore
Q12888,TP53BP1,tf,-1.9783636407331784,PhosphoScore
Q2M2I8,AAK1,kin,-3.6778938182724707,VIPER
P31749,AKT1,kin,2.8182796943956157,VIPER
O14874,BCKDK,kin,2.5846225593508754,VIPER
P36894,BMPR1A,kin,-2.6611956909156462,VIPER
Q8TDC3,BRSK1,kin,4.812871353618785,VIPER
Q8IWQ3,BRSK2,kin,5.699063376608883,VIPER
Q8IU85,CAMK1D,kin,2.9568545667580795,VIPER
Q13557,CAMK2D,kin,4.38654051323256,VIPER
Q16566,CAMK4,kin,4.774766371427291,VIPER
P06493,CDK1,kin,-15.601675667199165,VIPER
Q15131,CDK10,kin,-8.78507828612029,VIPER
Q9NYV4,CDK12,kin,-5.442134290982309,VIPER
Q14004,CDK13,kin,-7.000898870115939,VIPER
O94921,CDK14,kin,-5.5407407931420805,VIPER
Q00536,CDK16,kin,-8.901978777797645,VIPER
Q00537,CDK17,kin,-4.77028263066661,VIPER
Q07002,CDK18,kin,-5.446475842787501,VIPER
Q9BWU1,CDK19,kin,-3.227944984523254,VIPER
P24941,CDK2,kin,-17.68917295872852,VIPER
Q00526,CDK3,kin,-12.084026590716833,VIPER
P11802,CDK4,kin,-8.883581582275085,VIPER
Q00535,CDK5,kin,-11.917386754587826,VIPER
Q15078,CDK5R1,kin,-2.031192534511525,VIPER
Q00534,CDK6,kin,-13.214357369628058,VIPER
P50613,CDK7,kin,-1.987433164148144,VIPER
P49336,CDK8,kin,-3.240480830332569,VIPER
P50750,CDK9,kin,-3.572290243822248,VIPER
P49760,CLK2,kin,-2.022027488418118,VIPER
P49761,CLK3,kin,-5.95698248163506,VIPER
P68400,CSNK2A1,kin,-3.0718913399510592,VIPER
P19784,CSNK2A2,kin,-2.8022077355066286,VIPER
Q16828,DUSP6,phos,2.019729033832807,VIPER
Q8IXL6,FAM20C,kin,-3.92225489432275,VIPER
Q15835,GRK1,kin,-2.3777394006725556,VIPER
P43250,GRK6,kin,-2.483927048374671,VIPER
Q8WTQ7,GRK7,kin,-4.944510869876952,VIPER
P49840,GSK3A,kin,-5.049955080974967,VIPER
P57058,HUNK,kin,3.9782828160462005,VIPER
P51617,IRAK1,kin,4.420029446571768,VIPER
Q9NWZ3,IRAK4,kin,6.3678722983654135,VIPER
Q16644,MAPKAPK3,kin,4.027973035155492,VIPER
Q8IW41,MAPKAPK5,kin,2.4072309759068595,VIPER
Q9P0L2,MARK1,kin,3.150487198175742,VIPER
Q7KZI7,MARK2,kin,3.6546574781557846,VIPER
P27448,MARK3,kin,2.5614505350341608,VIPER
Q96L34,MARK4,kin,3.2923467838120812,VIPER
Q6P0Q8,MAST2,kin,-7.945773964723976,VIPER
Q96GX5,MASTL,kin,2.252353536223942,VIPER
Q14680,MELK,kin,5.974231441516511,VIPER
P00540,MOS,kin,-3.307448468947965,VIPER
P42345,MTOR,kin,-2.565463352946535,VIPER
Q86YV6,MYLK4,kin,2.461700213637746,VIPER
Q96PY6,NEK1,kin,4.232604096445601,VIPER
P51955,NEK2,kin,2.0601690149399583,VIPER
P51957,NEK4,kin,4.127551543822712,VIPER
Q8TD19,NEK9,kin,2.730621655198696,VIPER
Q9UBE8,NLK,kin,-6.146131011482938,VIPER
P15531,NME1,kin,2.1145501053753812,VIPER+PhosphoScore
O60285,NUAK1,kin,3.0455056537198892,VIPER
Q13153,PAK1,kin,2.9582230289149924,VIPER+PhosphoScore
Q13177,PAK2,kin,2.1110158051125865,VIPER
O75914,PAK3,kin,3.296576713979217,VIPER
O96013,PAK4,kin,2.9732120671550692,VIPER
Q9P286,PAK5,kin,3.6992268988622024,VIPER
Q9NQU5,PAK6,kin,2.6036523556892015,VIPER
Q16816,PHKG1,kin,4.758765832467072,VIPER
P15735,PHKG2,kin,5.212374483238862,VIPER
Q9BXM7,PINK1,kin,-7.121359859090587,VIPER
Q16512,PKN1,kin,4.997094169151616,VIPER
Q16513,PKN2,kin,2.933536131790401,VIPER
Q9NYY3,PLK2,kin,-4.139008914653337,VIPER
Q9H4B4,PLK3,kin,-2.389732161582591,VIPER
O00444,PLK4,kin,4.24502004538129,VIPER
P17612,PRKACA,kin,1.9771904205357218,VIPER
Q15139,PRKD1,kin,2.696040552615374,VIPER
P04049,RAF1,kin,4.46129877454461,VIPER
Q13546,RIPK1,kin,2.6730867326833643,VIPER
O43353,RIPK2,kin,4.557270333477853,VIPER
Q9Y572,RIPK3,kin,2.21698778970229,VIPER
P08922,ROS1,kin,-2.184191890347481,VIPER
Q96BR1,SGK3,kin,2.176209374493273,VIPER
Q9NRH2,SNRK,kin,5.83107902780239,VIPER
Q9UHD2,TBK1,kin,5.865123119895981,VIPER
P36897,TGFBR1,kin,-2.6545934989781057,VIPER
Q9UKI8,TLK1,kin,4.313038595277514,VIPER
Q86UE8,TLK2,kin,3.721817938704687,VIPER
Q13470,TNK1,kin,2.0038273566419096,VIPER
Q96PF2,TSSK2,kin,4.107682689362974,VIPER
Q5TCY1,TTBK1,kin,5.467429819864447,VIPER
Q6IQ55,TTBK2,kin,6.106040385491413,VIPER
O75385,ULK1,kin,2.970910523148621,VIPER
Q8IYT8,ULK2,kin,3.251927749179963,VIPER
Q9H4A3,WNK1,kin,2.9562005268096456,VIPER
Q9BYP7,WNK3,kin,5.097763463205392,VIPER
Q96J92,WNK4,kin,4.4223288533144585,VIPER
P18433,PTPRA,phos,-2.56607902751749,PhosphoScore
P23443,RPS6KB1,kin,3.090095444388667,PhosphoScore
P21399,ACO1,other,-2.8498195635948873,PhosphoScore
Q02952,AKAP12,other,3.354944873253943,PhosphoScore
Q92974,ARHGEF2,other,-2.1256302548929256,PhosphoScore
Q9Y4P1,ATG4B,other,-3.0716175772585315,PhosphoScore
Q8TDN4,CABLES1,other,2.258829847624569,PhosphoScore
Q01518,CAP1,other,-2.393301035513556,PhosphoScore
P51636,CAV2,other,4.009180581706742,PhosphoScore
