UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,4.4212769328754264,VIPER
P18848,ATF4,tf,2.1224185701944034,VIPER
P18850,ATF6,tf,3.928488578287965,VIPER
Q99626,CDX2,tf,-4.911292710454291,VIPER
Q01094,E2F1,tf,4.084287897461804,VIPER
O00716,E2F3,tf,2.3080731489405815,VIPER
Q16254,E2F4,tf,10.178875564339101,VIPER
P19419,ELK1,tf,3.0816395628902424,VIPER
Q92731,ESR2,tf,2.6380422095258225,VIPER
P15036,ETS2,tf,2.5493653656291704,VIPER
P15407,FOSL1,tf,2.791395617753193,VIPER
O43524,FOXO3,tf,2.292516388579837,VIPER
P98177,FOXO4,tf,2.2174200443646774,VIPER
P15976,GATA1,tf,-2.5025091550545917,VIPER
P10070,GLI2,tf,-2.3084699445876584,VIPER
Q14526,HIC1,tf,-2.4828025574173656,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,3.3204112867275253,VIPER
Q16665,HIF1A,tf,6.18004976133403,VIPER
P20823,HNF1A,tf,-5.836636950461704,VIPER
P01106,MYC,tf,11.153208989078326,VIPER
P04198,MYCN,tf,3.8065589699750793,VIPER
Q16236,NFE2L2,tf,4.229815008417299,VIPER
P08651,NFIC,tf,2.009364071610637,VIPER
SIGNOR-C13,NFKB_P65_P50,tf,2.4573949347527453,VIPER
P19838,NFKB1,tf,2.073694934698187,VIPER
Q04206,RELA,tf,2.9399163685236434,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,6.5574039284842804,VIPER
P48382,RFX5,tf,6.061290370444016,VIPER
Q13761,RUNX3,tf,-2.1293698682821813,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.4235338408922837,VIPER
P08047,SP1,tf,2.2886816023117826,VIPER
P17947,SPI1,tf,2.0313780980426013,VIPER
P36956,SREBF1,tf,1.9733198525226545,VIPER
Q12772,SREBF2,tf,2.0786087671665414,VIPER
P42224,STAT1,tf,4.5681289093869655,VIPER
P40763,STAT3,tf,3.096188901148937,VIPER
P19532,TFE3,tf,3.9954991956659303,VIPER
P19484,TFEB,tf,3.9897186263515274,VIPER
P04637,TP53,tf,3.4425651833854456,VIPER+PhosphoScore
P11473,VDR,tf,2.878632585077006,VIPER
P46937,YAP1,tf,2.9429718949258707,VIPER+PhosphoScore
P03372,ESR1,tf,-4.694904187263067,PhosphoScore
O15379,HDAC3,tf,-2.2120037317883594,PhosphoScore
Q00613,HSF1,tf,-2.4797299167924773,PhosphoScore
P04150,NR3C1,tf,2.489315266296894,PhosphoScore
Q2M2I8,AAK1,kin,2.5298578398559686,VIPER
P27037,ACVR2A,kin,-6.1591440182959,VIPER
Q13705,ACVR2B,kin,-5.884709854508866,VIPER
P36894,BMPR1A,kin,-8.499815440623472,VIPER
O00238,BMPR1B,kin,-7.931286233341973,VIPER
Q13554,CAMK2B,kin,-3.048409542897628,VIPER
Q13555,CAMK2G,kin,-4.814029937705312,VIPER
Q8N5S9,CAMKK1,kin,3.822443980555876,VIPER
Q96RR4,CAMKK2,kin,2.425561618143833,VIPER
O00311,CDC7,kin,-5.14005229199865,VIPER
P06493,CDK1,kin,1.3439635812945527,VIPER+PhosphoScore
Q15131,CDK10,kin,5.893841118511409,VIPER
Q14004,CDK13,kin,2.0620969270941965,VIPER
O94921,CDK14,kin,3.8391560046409947,VIPER
Q00536,CDK16,kin,3.523021652397874,VIPER
Q00537,CDK17,kin,2.350539092533513,VIPER
P24941,CDK2,kin,9.06098107818928,VIPER
Q00526,CDK3,kin,5.073047483182656,VIPER
P11802,CDK4,kin,4.534033123470457,VIPER
Q00535,CDK5,kin,5.827205187150915,VIPER
SIGNOR-C144,CDK5_CDK5R1,kin,3.113062730509628,VIPER
Q00534,CDK6,kin,8.045955706890805,VIPER
P50613,CDK7,kin,2.3487245649320747,VIPER
P50750,CDK9,kin,2.9561475476793713,VIPER
P53355,DAPK1,kin,-2.256239644902429,VIPER
O00418,EEF2K,kin,5.531935476384797,VIPER
Q8IXL6,FAM20C,kin,-3.697234860923596,VIPER
P21802,FGFR2,kin,-0.17161501325355208,VIPER
P35557,GCK,kin,2.192586320651712,VIPER
Q15835,GRK1,kin,-9.088231506265247,VIPER
P25098,GRK2,kin,-8.020398734934146,VIPER
P35626,GRK3,kin,-8.26644722987997,VIPER
P32298,GRK4,kin,-4.564744001505873,VIPER
P34947,GRK5,kin,-4.033867282062712,VIPER
P43250,GRK6,kin,-7.960406953004046,VIPER
Q8WTQ7,GRK7,kin,-5.529466175875852,VIPER
Q8TF76,HASPIN,kin,2.537580196849488,VIPER
O95835,LATS1,kin,-6.436176879641966,VIPER
Q9NRM7,LATS2,kin,-2.9617484845382402,VIPER
Q5S007,LRRK2,kin,4.376271555903515,VIPER
O43283,MAP3K13,kin,-3.0481420050283834,VIPER
Q6ZN16,MAP3K15,kin,4.114114417284532,VIPER
Q6P0Q8,MAST2,kin,-7.888576462354919,VIPER
P00540,MOS,kin,-7.943028733697345,VIPER
P42345,MTOR,kin,3.21123422037355,VIPER
Q8NEV4,MYO3A,kin,6.3370947988691295,VIPER
Q8WXR4,MYO3B,kin,5.927316636625725,VIPER
Q96PY6,NEK1,kin,4.397758999712798,VIPER
Q8NG66,NEK11,kin,3.957870452053177,VIPER
P51956,NEK3,kin,4.226400686177042,VIPER
P51957,NEK4,kin,3.5218620181014706,VIPER
Q6P3R8,NEK5,kin,3.6600918262074393,VIPER
Q9UBE8,NLK,kin,3.227500573575946,VIPER
Q13153,PAK1,kin,-3.837146257180008,VIPER
Q13177,PAK2,kin,-4.81376999044855,VIPER
O75914,PAK3,kin,-3.2799452742624204,VIPER
O96013,PAK4,kin,-4.705512656516293,VIPER
Q9P286,PAK5,kin,-2.9683230096926168,VIPER
Q9NQU5,PAK6,kin,-2.449922841143659,VIPER
Q96RG2,PASK,kin,-2.7280017557243768,VIPER
Q86V86,PIM3,kin,-2.7078182809044424,VIPER
Q9BXM7,PINK1,kin,4.836399664446064,VIPER
Q9NYY3,PLK2,kin,-4.777045233931989,VIPER
P51817,PRKX,kin,-5.321154931237602,VIPER
Q96Q15,SMG1,kin,2.3231213075673964,VIPER
Q13188,STK3,kin,2.051939310861763,VIPER
Q13043,STK4,kin,2.021451112882127,VIPER
P36897,TGFBR1,kin,-2.7582748276258178,VIPER
Q9UKE5,TNIK,kin,4.087243271702411,VIPER
O75385,ULK1,kin,2.6171693084948506,VIPER
Q8IYT8,ULK2,kin,2.281286927165046,VIPER
Q99986,VRK1,kin,3.903279173598127,VIPER
Q86Y07,VRK2,kin,3.1610216167565715,VIPER
P17858,PFKL,kin,4.578626524428726,PhosphoScore
Q01813,PFKP,kin,3.3521441886098065,PhosphoScore
O75116,ROCK2,kin,-2.146897088616055,PhosphoScore
Q96J92,WNK4,kin,-3.96966189706739,PhosphoScore
Q92974,ARHGEF2,other,-2.2354509713453163,PhosphoScore
Q9UBM7,DHCR7,other,-2.705796698181248,PhosphoScore
Q96QB1,DLC1,other,2.423176354716422,PhosphoScore
Q04637,EIF4G1,other,4.2053140279605765,PhosphoScore
P09651,HNRNPA1,other,-2.6300724370963593,PhosphoScore
P08238,HSP90AB1,other,-2.843383330298484,PhosphoScore
P51787,KCNQ1,other,-2.2366302927673174,PhosphoScore
P27816,MAP4,other,-2.2002489513700647,PhosphoScore
P09874,PARP1,other,-2.086140719449602,PhosphoScore
P08559,PDHA1,other,-3.230557716819173,PhosphoScore
Q13835,PKP1,other,-2.118141040102807,PhosphoScore
Q13200,PSMD2,other,2.139450009385701,PhosphoScore
P47736,RAP1GAP,other,-2.3431755530834093,PhosphoScore
P62753,RPS6,other,3.0204173622992787,PhosphoScore
P19634,SLC9A1,other,0.06875644932975455,PhosphoScore
Q16623,STX1A,other,-4.819661197735931,PhosphoScore
P11388,TOP2A,other,3.820351645171676,PhosphoScore
P55327,TPD52,other,3.384144509263012,PhosphoScore
P49815,TSC2,other,-0.2314295952906089,PhosphoScore
O94782,USP1,other,2.039246240335689,PhosphoScore
