UNIPROT,gene_name,difference,significant,logpval
P04217,A1BG,1.057027641375782,NA,0.29049897247409673
P01023,A2M,1.118165023030081,NA,0.2634965196771712
A8K2U0,A2ML1,-2.8952667913673125,+,1.9962116359477293
Q9NRG9,AAAS,0.25714689806537055,NA,0.7970653750238849
Q86V21,AACS,-0.17932934036612014,NA,1.142320890018671
Q8N5Z0,AADAT,-0.7701844466278727,NA,1.5588095113497091
Q6PD74,AAGAB,0.432742391492558,NA,0.6652019292757216
Q2M2I8,AAK1,-0.05684520246281566,NA,1.0453314942287704
Q9H7C9,AAMDC,0.0243223487517388,NA,0.9805954866768792
Q13685,AAMP,-0.4940193562099947,NA,1.3787074904533805
Q9Y312,AAR2,0.24618962760906352,NA,0.8055354444803657
Q5JTZ9,AARS2,-0.4221340786940953,NA,1.327072845229036
Q9BTE6,AARSD1,-0.2115032364193528,NA,1.1675053929622172
Q9NRN7,AASDHPPT,0.7197251693036053,NA,0.47169422625194585
Q9UDR5,AASS,-0.15992729458998414,NA,1.1270616527283517
Q9NY61,AATF,0.02892858983528188,NA,0.9769215437683947
P80404,ABAT,-1.80205224087309,NA,1.9284628132423902
O95477,ABCA1,-0.9516424287068422,NA,1.6587216440464359
Q86UK0,ABCA12,-0.12517111186870458,NA,1.0996119132634787
Q86UQ4,ABCA13,1.2504199753530223,NA,0.21114617137233851
Q9BZC7,ABCA2,-1.5214902839663755,NA,1.8718631523070515
Q99758,ABCA3,-0.7664157039231555,NA,1.5565710083297235
Q8N139,ABCA6,-0.35213317253055426,NA,1.2752616084612116
O94911,ABCA8,0.4952881443240829,NA,0.6203967384450273
P08183,ABCB1,-0.5998233180683478,NA,1.4513760087259544
Q9NRK6,ABCB10,0.681898159193297,NA,0.49530334948502613
Q2M3G0,ABCB5,1.503314088623802,NA,0.13275806876445106
Q9NP58,ABCB6,-1.103090052211213,NA,1.7300119396040157
O75027,ABCB7,-0.11124770132072216,NA,1.0885800738239402
Q9NUT2,ABCB8,-0.3407571528848342,NA,1.2667135910276637
P33527,ABCC1,0.5323349070412848,NA,0.5944940597179769
Q5T3U5,ABCC10,0.3794216613739685,NA,0.7043747675543881
Q96J66,ABCC11,-2.609051720403522,+,1.9909206481537904
Q92887,ABCC2,0.09239951380420972,NA,0.9263806257052654
O15438,ABCC3,4.7204549249554715,+,2.353177526071075e-6
O15439,ABCC4,2.3810427867681403,+,0.01726370662741737
O15440,ABCC5,0.27927081357269107,NA,0.7800370029571954
P33897,ABCD1,2.173064022693014,+,0.0297754990279952
P28288,ABCD3,1.0702182408422918,NA,0.2845210856418317
P61221,ABCE1,0.4894829066580203,NA,0.6244998532206859
Q8NE71,ABCF1,-0.01510986658465266,NA,1.0120554705350753
Q9UG63,ABCF2,0.6933439703705858,NA,0.48809371515931754
Q9NUQ8,ABCF3,-0.5814681452657443,NA,1.439075018714186
