UNIPROT,gene_name,difference,significant,logpval
P04217,A1BG,2.045837002092636,+,0.0407724101795295
P01023,A2M,2.6009204041748917,+,0.009297402301425648
A8K2U0,A2ML1,-1.5703474731800706,NA,1.8836657045927672
Q9NRG9,AAAS,0.12076311791263214,NA,0.9038786638865659
Q86V21,AACS,0.22627836740195215,NA,0.8209849223928115
Q8N5Z0,AADAT,0.31800954383659796,NA,0.7504776974922178
Q6PD74,AAGAB,-0.2981873148862922,NA,1.234439797083639
Q2M2I8,AAK1,-0.15906576339199222,NA,1.1263829384001582
Q9H7C9,AAMDC,-1.501549090854086,NA,1.8667864005070836
Q13685,AAMP,-0.9831825559351668,NA,1.6744824014089537
Q9Y312,AAR2,0.11313918370097607,NA,0.909920210312738
Q5JTZ9,AARS2,-0.01988322042399902,NA,1.0158634693379787
Q9BTE6,AARSD1,-0.5504480500815682,NA,1.4179879005954903
Q9NRN7,AASDHPPT,-1.03825785668017,NA,1.700849976717354
Q9UDR5,AASS,0.5320896164999004,NA,0.5946639286396931
Q9NY61,AATF,0.08258245538065855,NA,0.9341835521944755
P80404,ABAT,-0.12539846991331904,NA,1.099791900613316
O95477,ABCA1,0.6773713068372185,NA,0.4981703987109389
Q86UK0,ABCA12,-0.4770753072285902,NA,1.3666915026611839
Q86UQ4,ABCA13,-0.4159008591142619,NA,1.322517449162853
Q9BZC7,ABCA2,0.5821989698738239,NA,0.5604326671574644
Q99758,ABCA3,0.4495071611192418,NA,0.6530658433794944
Q8N139,ABCA6,2.1296683732457975,+,0.0331990018320762
O94911,ABCA8,1.03156358917194,NA,0.30227660480451024
P08183,ABCB1,1.2018369891254628,NA,0.2294266912676596
Q9NRK6,ABCB10,0.4495071611192418,NA,0.6530658433794944
Q2M3G0,ABCB5,4.016776474489964,+,5.8999636950250846e-5
Q9NP58,ABCB6,-0.5229408954459132,NA,1.3989846155270036
O75027,ABCB7,-0.07569041885332145,NA,1.0603346012255297
Q9NUT2,ABCB8,-0.2507969398266381,NA,1.1980288923541447
P33527,ABCC1,-0.27677930761996195,NA,1.2180504291808003
Q5T3U5,ABCC10,2.290473803076256,+,0.021993865502185992
Q96J66,ABCC11,0.4327345058535985,NA,0.6652076587318907
Q92887,ABCC2,1.0749137323698126,NA,0.28241335322300026
O15438,ABCC3,-0.02598236779332388,NA,1.0207285978336496
O15439,ABCC4,0.4357840795382609,NA,0.6629933958318336
O15440,ABCC5,-0.30126364221144886,NA,1.2367865369305786
P33897,ABCD1,0.8899265926581897,NA,0.3735053037867294
P28288,ABCD3,-0.3256944695219473,NA,1.2553444710334691
P61221,ABCE1,-0.6849952410488745,NA,1.5066530759874344
Q8NE71,ABCF1,-0.16973927128831073,NA,1.1347848118339015
Q9UG63,ABCF2,0.1620543456029614,NA,0.8712630578136138
Q9NUQ8,ABCF3,-0.463291234173916,NA,1.3568443718358287
P45844,ABCG1,-0.9572001881418428,NA,1.6615337778712898
Q9NUJ1,ABHD10,-0.6498641522015632,NA,1.484220024346176
Q8NFV4,ABHD11,0.36851048405460773,NA,0.712492629194903
Q8N2K0,ABHD12,-1.2599618635551288,NA,1.7923168799970164
Q7L211,ABHD13,0.759953762217877,NA,0.4472822237551729
Q96IU4,ABHD14B,0.3669856972122766,NA,0.7136296867791587
O95870,ABHD16A,0.1513808377066429,NA,0.879675304552474
Q96GS6,ABHD17A,1.0657650113158252,NA,0.2865298811164778
Q5VST6,ABHD17B,0.576430417874892,NA,0.5643242892634235
Q6PCB6,ABHD17C,1.088697805424487,NA,0.2762871698966421
Q8WU67,ABHD3,-0.2186544331902961,NA,1.1730807529427976
Q8TB40,ABHD4,-0.6376048659892203,NA,1.476269072670759
Q8WTS1,ABHD5,-0.00609914736932485,NA,1.0048663853487634
Q9BV23,ABHD6,0.6070481376689029,NA,0.5438189665376009
Q8IZP0,ABI1,0.10709226876985294,NA,0.9147157805230051
Q9NYB9,ABI2,0.0275071546356551,NA,0.9780552334338547
Q9P2A4,ABI3,0.2813536681469556,NA,0.7784391507628299
Q7Z7G0,ABI3BP,1.3333346064081064,NA,0.18242202185791295
P00519,ABL1,0.04281601453266048,NA,0.9658481979450437
O14639,ABLIM1,0.4327345058535985,NA,0.6652076587318907
Q6H8Q1,ABLIM2,0.21249429434727796,NA,0.8317214286025663
O94929,ABLIM3,0.3065736425191139,NA,0.759167918360841
Q12979,ABR,-0.22938893256030785,NA,1.1814333626083329
Q9P1F3,ABRACL,-1.321136311669457,NA,1.813544082565148
Q9ULW3,ABT1,-0.2370128667719639,NA,1.187353191615865
Q969K4,ABTB1,-0.15135016994236342,NA,1.1203005048271828
Q8N961,ABTB2,0.14674548570595602,NA,0.8833329148100746
P09110,ACAA1,-0.08715681590765219,NA,1.0694531354067351
P42765,ACAA2,0.252260735195276,NA,0.8008395356464093
Q13085,ACACA,0.6895696015758682,NA,0.4904648893134822
O00763,ACACB,2.1987426266416104,+,0.02789622811995519
Q6JQN1,ACAD10,0.8119184978045249,NA,0.4168383995160002
Q709F0,ACAD11,0.4373088663805922,NA,0.6618873661031657
Q9UKU7,ACAD8,0.3058112490979482,NA,0.7597483630073055
Q9H845,ACAD9,-0.17126405813064194,NA,1.1359838596667868
P28330,ACADL,1.6834866568810465,NA,0.09228092026783451
P11310,ACADM,0.12381269159729458,NA,0.9014635826976
P16219,ACADS,1.070339371842819,NA,0.2844665784368336
P45954,ACADSB,0.8945009531851834,NA,0.37105392000329734
P49748,ACADVL,-0.6712721594678934,NA,1.4979528330125036
P16112,ACAN,1.2064113496524564,NA,0.22765892200985988
Q15027,ACAP1,0.19114727855464095,NA,0.8484102075294779
Q15057,ACAP2,0.0611744481143283,NA,0.9512202790612001
Q96P50,ACAP3,-0.14223211665265564,NA,1.1131033357553786
P24752,ACAT1,-0.7064642397888979,NA,1.5201005163190697
Q9BWD1,ACAT2,0.7874609168535321,NA,0.43101209867718104
Q9H3P7,ACBD3,-0.5000081013372516,NA,1.3829306269363661
Q5T8D3,ACBD5,0.28897760235861164,NA,0.7725985174210748
Q9BR61,ACBD6,1.0015409895168346,NA,0.3165653337584213
Q8N6N7,ACBD7,-0.24927215298430688,NA,1.1968497297322396
Q96QU6,ACCS,-0.9449409019294998,NA,1.6553109517327411
Q96AP0,ACD,-1.137612967326472,NA,1.7447178704993027
P12821,ACE,-0.03976644084799805,NA,1.0317206686191172
Q9BYF1,ACE2,0.377659205108595,NA,0.7056837767974935
Q9UKV3,ACIN1,0.7336888798366876,NA,0.4631383774180726
P53396,ACLY,-0.2989497083074578,NA,1.2350215813894276
P21399,ACO1,-0.0611744481143283,NA,1.0487797209388
Q99798,ACO2,0.19114727855464095,NA,0.8484102075294779
Q86TX2,ACOT1,0.04129122769032928,NA,0.9670637263967355
Q8WXI4,ACOT11,0.3547264109999336,NA,0.722794562882817
Q9NPJ3,ACOT13,-0.4465185789082727,NA,1.3447773047697036
P49753,ACOT2,2.019854634299312,+,0.04339846811958319
Q8N9L9,ACOT4,-0.4770753072285902,NA,1.3666915026611839
O00154,ACOT7,-0.35015205047294,NA,1.273775410258923
O14734,ACOT8,-0.3883937044786068,NA,1.3022752976123244
Q9Y305,ACOT9,0.4204752196412555,NA,0.6741383283599858
Q15067,ACOX1,0.09325596327697704,NA,0.9257002157813179
O15254,ACOX3,1.2477025773427857,NA,0.21213999710419792
P24666,ACP1,0.3669552014754299,NA,0.7136524344302265
P11117,ACP2,-0.07492802543215586,NA,1.059728021842457
P13686,ACP5,0.10551524948932,NA,0.9159669701924892
Q9NPH0,ACP6,0.11161439685864484,NA,0.9111291563119577
Q96CM8,ACSF2,-0.1835233443429849,NA,1.1456125963116923
Q4G176,ACSF3,-0.06422402179899073,NA,1.0512081497529226
P33121,ACSL1,1.2828336661900968,NA,0.1995503565747171
O95573,ACSL3,-0.0764833080113337,NA,1.0609654066486507
O60488,ACSL4,0.801183998434513,NA,0.42302513341829456
Q9ULC5,ACSL5,0.4373088663805922,NA,0.6618873661031657
Q08AH1,ACSM1,0.4666048680779328,NA,0.6407826034621613
Q53FZ2,ACSM3,0.15443041139130534,NA,0.8772703764472356
Q9NUB1,ACSS1,-0.2629952345652878,NA,1.2074457478675547
Q9NR19,ACSS2,0.5902144909295662,NA,0.5550468582250707
Q9H6R3,ACSS3,0.3287440432066097,NA,0.7423491612133084
P68133,ACTA1,-1.4251633565994428,NA,1.8458900140683203
P62736,ACTA2,0.3272192563642785,NA,0.7435020574054205
P60709,ACTB,0.17888799234229802,NA,0.8580256514243649
Q562R1,ACTBL2,1.5902306936040695,NA,0.11178281429594132
P63261,ACTG1,0.1513808377066429,NA,0.879675304552474
P63267,ACTG2,-0.7660529095872017,NA,1.5563551791533334
O96019,ACTL6A,-0.10551524948932,NA,1.0840330298075107
Q9H568,ACTL8,1.0963217396361429,NA,0.2729379988989668
P12814,ACTN1,0.5680440902420705,NA,0.5700050301161657
P35609,ACTN2,-0.40675213806027466,NA,1.3158099572360102
Q08043,ACTN3,0.9097488216084956,NA,0.36295499039888085
O43707,ACTN4,-0.2568960871959629,NA,1.202741008791835
P61163,ACTR1A,-0.06422402179899073,NA,1.0512081497529226
P42025,ACTR1B,-0.31807053531029117,NA,1.24956856668691
P61160,ACTR2,0.2415872272989575,NA,0.80910002010957
P61158,ACTR3,0.01219829473864971,NA,0.9902674103261269
Q9P1U1,ACTR3B,0.10246567580465755,NA,0.9183870561549565
Q9C0K3,ACTR3C,-0.7431201154785404,NA,1.542591037872497
Q9H9F9,ACTR5,0.2966015365702677,NA,0.7667707376220666
Q9GZN1,ACTR6,-0.5153169612342571,NA,1.3936684515130306
Q9H981,ACTR8,0.6008879988258847,NA,0.5479145870945895
Q04771,ACVR1,2.4372802802559055,+,0.014798204341374127
Q03154,ACY1,-0.8501601518101916,NA,1.604763947259514
P07311,ACYP1,-0.5519728369238994,NA,1.419033036289978
P14621,ACYP2,-1.0137392842554842,NA,1.6892928263882587
P00813,ADA,-0.137657756125662,NA,1.1094890928097165
Q6DHV7,ADAL,-0.0871851917029502,NA,1.0694756901583617
O14672,ADAM10,0.06422402179899073,NA,0.9487918502470774
O43184,ADAM12,-0.17126405813064194,NA,1.1359838596667868
Q13444,ADAM15,-0.40672164232342795,NA,1.315787556852119
P78536,ADAM17,0.10856482317398242,NA,0.9135476628310029
P78325,ADAM8,3.78897332024568,+,1.512711567918656e-4
Q13443,ADAM9,0.4036415729019189,NA,0.6864763100857196
O15204,ADAMDEC1,-3.3302564465987574,+,1.999132339675931
Q9UHI8,ADAMTS1,0.4571920868045912,NA,0.6475329856061138
P58397,ADAMTS12,-0.2981873148862922,NA,1.234439797083639
Q8TE58,ADAMTS15,-0.1299728304403127,NA,1.1034120775077572
Q8TE57,ADAMTS16,-1.9204995236530105,NA,1.9452051667345196
O95450,ADAMTS2,-0.1666896976036483,NA,1.1323857877576393
O75173,ADAMTS4,0.5152559697605638,NA,0.6063741624791956
Q9UKP4,ADAMTS7,-3.1528932410987904,+,1.9983833908223843
Q8N6G6,ADAMTSL1,1.100635708247926,NA,0.27105523788076186
Q86TH1,ADAMTSL2,1.2660610109244537,NA,0.20549124003054225
P82987,ADAMTSL3,-0.8754236332697619,NA,1.6186565546690592
Q6UY14,ADAMTSL4,0.6376048659892205,NA,0.5237309273292408
