run_id	pvalue_KM	n_sign_KM	enriching_signatures	p_value_adj_KM
shuffling_50perc_35	0.02910426374016849	5	Comm_7;Comm_5;Comm_1;Comm_2;Comm_4	0.19948547438573822
shuffling_50perc_36	0.2529065514085889	5	Comm_7;Comm_5;Comm_2;Comm_3;Comm_4	0.3510812464701508
shuffling_50perc_37	0.018933205287307447	5	Comm_7;Comm_3;Comm_5;Comm_2;Comm_4	0.19465701686012968
shuffling_50perc_38	0.8135998469379664	7	Comm_7;Comm_3;Comm_5;Comm_2;Comm_1;Comm_6;Comm_4	0.8551896154715366
shuffling_50perc_39	0.40298092431307597	6	Comm_7;Comm_5;Comm_3;Comm_1;Comm_2;Comm_4	0.46848312402474207
shuffling_50perc_40	0.9427561797910826	6	Comm_7;Comm_5;Comm_3;Comm_2;Comm_4;Comm_1	0.9573048862693402
shuffling_50perc_41	0.45753232204646127	7	Comm_7;Comm_6;Comm_1;Comm_5;Comm_3;Comm_2;Comm_4	0.5215270226066734
shuffling_50perc_42	0.2293494582475852	3	Comm_7;Comm_5;Comm_4	0.3369530344871761
shuffling_50perc_43	3.616443420312117e-5	7	Comm_3;Comm_1;Comm_5;Comm_7;Comm_2;Comm_6;Comm_4	0.003966032950942289
shuffling_50perc_44	0.4245763182645895	5	Comm_7;Comm_5;Comm_3;Comm_4;Comm_2	0.48841121926241243
shuffling_50perc_45	0.0033329827543437554	6	Comm_7;Comm_5;Comm_1;Comm_3;Comm_2;Comm_4	0.07310342174527304
shuffling_50perc_46	0.10766259319128699	7	Comm_7;Comm_5;Comm_1;Comm_3;Comm_2;Comm_4;Comm_6	0.2518990714171174
shuffling_50perc_47	0.05611279111382973	6	Comm_7;Comm_5;Comm_3;Comm_2;Comm_4;Comm_1	0.2349779913577691
shuffling_50perc_48	0.11530789399116913	6	Comm_5;Comm_1;Comm_3;Comm_7;Comm_2;Comm_4	0.2611268456236743
shuffling_50perc_49	0.10176851639851846	5	Comm_3;Comm_5;Comm_7;Comm_2;Comm_1	0.24967481587071183
shuffling_50perc_50	0.08964705191417616	7	Comm_7;Comm_1;Comm_3;Comm_5;Comm_2;Comm_6;Comm_4	0.2434927889669671
shuffling_75perc_1	0.2510348507528161	6	Comm_5;Comm_6;Comm_3;Comm_2;Comm_7;Comm_1	0.3499596012613411
shuffling_75perc_2	0.37128605666870523	5	Comm_3;Comm_7;Comm_1;Comm_4;Comm_2	0.4458142797226424
shuffling_75perc_3	4.369625952639999e-7	5	Comm_3;Comm_5;Comm_2;Comm_7;Comm_4	7.188034692092799e-5
shuffling_75perc_4	0.2143547031553888	4	Comm_3;Comm_6;Comm_1;Comm_7	0.33205162102515534
shuffling_75perc_5	0.3382876573729217	5	Comm_1;Comm_3;Comm_5;Comm_2;Comm_4	0.4199873180214764
shuffling_75perc_6	0.05034209452369863	4	Comm_5;Comm_3;Comm_7;Comm_4	0.23327533941263165
shuffling_75perc_7	0.024926424587883883	5	Comm_7;Comm_3;Comm_5;Comm_1;Comm_4	0.19486760830739444
shuffling_75perc_8	0.38408281809576816	5	Comm_7;Comm_5;Comm_2;Comm_6;Comm_4	0.45618500777439613
shuffling_75perc_9	0.2613231998499627	4	Comm_5;Comm_1;Comm_7;Comm_3	0.3535944382374974
shuffling_75perc_10	5.107280682715168e-11	5	Comm_7;Comm_5;Comm_4;Comm_1;Comm_3	1.6802953446132905e-8
shuffling_75perc_11	0.0032986296519085545	5	Comm_7;Comm_5;Comm_2;Comm_3;Comm_4	0.07310342174527304
shuffling_75perc_12	0.8344523757311657	5	Comm_7;Comm_5;Comm_3;Comm_6;Comm_2	0.8687811127074478
shuffling_75perc_13	0.016565727521550846	6	Comm_3;Comm_1;Comm_2;Comm_4;Comm_5;Comm_7	0.18353589569256085
shuffling_75perc_14	0.26236557722297466	4	Comm_3;Comm_7;Comm_5;Comm_4	0.3535944382374974
shuffling_75perc_15	0.044467192065745856	4	Comm_7;Comm_5;Comm_1;Comm_3	0.22798447401579405
shuffling_75perc_16	0.5706485866247614	4	Comm_3;Comm_5;Comm_1;Comm_7	0.6382445033786809
shuffling_75perc_17	0.17335043809104697	6	Comm_3;Comm_2;Comm_6;Comm_4;Comm_7;Comm_1	0.3033632666593322
shuffling_75perc_18	0.09718309402887343	6	Comm_5;Comm_6;Comm_2;Comm_7;Comm_4;Comm_3	0.24778273206653198
shuffling_75perc_19	0.09104361168149039	7	Comm_3;Comm_1;Comm_6;Comm_7;Comm_2;Comm_4;Comm_5	0.2434927889669671
shuffling_75perc_20	0.8285320044301041	5	Comm_3;Comm_6;Comm_5;Comm_7;Comm_2	0.8653556490714421
shuffling_75perc_21	0.23916314916872586	4	Comm_7;Comm_5;Comm_1;Comm_3	0.343601205574283
shuffling_75perc_22	0.0011359558779883631	6	Comm_7;Comm_5;Comm_6;Comm_3;Comm_1;Comm_4	0.0415254982064635
shuffling_75perc_23	0.3836435516581114	6	Comm_5;Comm_3;Comm_2;Comm_1;Comm_6;Comm_7	0.45618500777439613
shuffling_75perc_24	0.354027080690693	6	Comm_7;Comm_5;Comm_4;Comm_2;Comm_1;Comm_3	0.42979671419645016
shuffling_75perc_25	0.006099449501600775	4	Comm_7;Comm_5;Comm_2;Comm_3	0.11804228741333263
shuffling_75perc_26	0.05583035784254448	5	Comm_3;Comm_7;Comm_5;Comm_2;Comm_1	0.2349779913577691
shuffling_75perc_27	0.08051865285388886	4	Comm_3;Comm_1;Comm_7;Comm_6	0.24126901667783263
shuffling_75perc_28	0.3621499567550647	3	Comm_3;Comm_7;Comm_4	0.43643712737148815
shuffling_75perc_29	0.9480911516671998	3	Comm_5;Comm_6;Comm_7	0.9597599658415654
shuffling_75perc_30	0.026318655640012588	6	Comm_5;Comm_2;Comm_1;Comm_6;Comm_3;Comm_7	0.19679176603554868
shuffling_75perc_31	0.012564847162917734	4	Comm_3;Comm_5;Comm_2;Comm_7	0.17273896166826114
shuffling_75perc_32	0.7406392848062688	6	Comm_3;Comm_5;Comm_2;Comm_7;Comm_4;Comm_6	0.7937144127076953
shuffling_75perc_33	0.6124033838616588	5	Comm_5;Comm_7;Comm_1;Comm_4;Comm_2	0.6761097761425696
shuffling_75perc_34	0.09262696827106173	5	Comm_3;Comm_1;Comm_5;Comm_7;Comm_4	0.2434927889669671
shuffling_75perc_35	0.12641765479473838	5	Comm_7;Comm_5;Comm_1;Comm_2;Comm_4	0.2632367621991704
shuffling_75perc_36	0.7160514557468026	7	Comm_7;Comm_5;Comm_6;Comm_2;Comm_1;Comm_3;Comm_4	0.7774948149858021
shuffling_75perc_37	5.2841294860275144e-5	6	Comm_3;Comm_5;Comm_2;Comm_7;Comm_4;Comm_1	0.0043461965022576305
shuffling_75perc_38	0.6075305416002466	4	Comm_1;Comm_3;Comm_2;Comm_5	0.6729883777322596
shuffling_75perc_39	0.08165139467836227	6	Comm_5;Comm_2;Comm_3;Comm_7;Comm_4;Comm_1	0.24126901667783263
shuffling_75perc_40	0.8968361195982016	5	Comm_7;Comm_6;Comm_5;Comm_1;Comm_4	0.9249501045385841
shuffling_75perc_41	0.26923144478395605	5	Comm_3;Comm_5;Comm_1;Comm_7;Comm_4	0.3590693923407906
shuffling_75perc_42	0.26258731051188255	6	Comm_3;Comm_5;Comm_2;Comm_7;Comm_6;Comm_1	0.3535944382374974
shuffling_75perc_43	0.5626365289569495	5	Comm_5;Comm_3;Comm_6;Comm_2;Comm_7	0.6317659318322061
shuffling_75perc_44	0.7207299436079984	7	Comm_7;Comm_5;Comm_2;Comm_3;Comm_4;Comm_6;Comm_1	0.7794355685350278
shuffling_75perc_45	0.778167032858772	5	Comm_3;Comm_5;Comm_1;Comm_7;Comm_4	0.8258611413243097
shuffling_75perc_46	0.0014415193586473092	5	Comm_3;Comm_4;Comm_5;Comm_2;Comm_7	0.04496649949905644
shuffling_75perc_47	0.177874323479552	4	Comm_5;Comm_2;Comm_3;Comm_7	0.3096330816125535
shuffling_75perc_48	0.08433415476580776	4	Comm_7;Comm_5;Comm_3;Comm_4	0.24126901667783263
shuffling_75perc_49	0.0010823814734799652	5	Comm_5;Comm_7;Comm_4;Comm_2;Comm_3	0.0415254982064635
shuffling_75perc_50	0.3935252746244118	5	Comm_5;Comm_7;Comm_1;Comm_3;Comm_6	0.4591128203951471
shuffling_100perc_1	0.30155761833026523	3	Comm_1;Comm_6;Comm_4	0.383059677338445
shuffling_100perc_2	NA	1	Comm_4	NA
shuffling_100perc_4	NA	1	Comm_5	NA
shuffling_100perc_5	0.5289776516245056	3	Comm_7;Comm_4;Comm_3	0.5960056417276107
shuffling_100perc_6	0.7225770468181869	5	Comm_1;Comm_7;Comm_3;Comm_6;Comm_4	0.7794355685350278
shuffling_100perc_7	0.9276460096049801	4	Comm_5;Comm_4;Comm_1;Comm_6	0.9477309152000961
shuffling_100perc_8	NA	0		NA
shuffling_100perc_10	NA	1	Comm_1	NA
shuffling_100perc_11	NA	1	Comm_3	NA
shuffling_100perc_12	0.15729920705028447	2	Comm_6;Comm_7	0.28911418502538316
shuffling_100perc_14	0.8017282903859891	3	Comm_2;Comm_4;Comm_1	0.8454122036442001
shuffling_100perc_15	0.7316005889599017	2	Comm_6;Comm_5	0.7865901757117897
shuffling_100perc_16	NA	0		NA
shuffling_100perc_17	1	2	Comm_7;Comm_1	1
shuffling_100perc_18	0.9150631652809268	3	Comm_7;Comm_2;Comm_3	0.9398523062697708
shuffling_100perc_19	0.10291184948254661	3	Comm_1;Comm_7;Comm_3	0.24967481587071183
shuffling_100perc_21	0.43857802608099983	2	Comm_6;Comm_1	0.5027601762391949
shuffling_100perc_22	NA	1	Comm_5	NA
shuffling_100perc_23	0.24998208026109128	2	Comm_1;Comm_6	0.3499596012613411
shuffling_100perc_24	0.7025688831885417	3	Comm_1;Comm_4;Comm_6	0.7653813330100337
shuffling_100perc_25	NA	1	Comm_4	NA
shuffling_100perc_26	0.9169987547495332	3	Comm_2;Comm_6;Comm_5	0.9398523062697708
shuffling_100perc_27	0.1926942485079943	2	Comm_5;Comm_6	0.3172257308547018
shuffling_100perc_28	NA	1	Comm_7	NA
shuffling_100perc_29	0.8187307530779819	3	Comm_6;Comm_3;Comm_5	0.857842094785529
shuffling_100perc_30	0.28344533411050976	2	Comm_5;Comm_1	0.3671398225289673
shuffling_100perc_31	1	2	Comm_1;Comm_2	1
shuffling_100perc_32	0.001503439192977571	3	Comm_6;Comm_1;Comm_5	0.04496649949905644
shuffling_100perc_33	NA	1	Comm_1	NA
shuffling_100perc_34	1	2	Comm_6;Comm_3	1
shuffling_100perc_35	0.5783251370491357	3	Comm_5;Comm_6;Comm_7	0.6428005746255595
shuffling_100perc_36	0.6872892787909722	3	Comm_3;Comm_5;Comm_4	0.7512231651901324
shuffling_100perc_37	0.12845849310614596	3	Comm_2;Comm_6;Comm_1	0.2641427764495126
shuffling_100perc_38	0.7636432909418289	2	Comm_2;Comm_6	0.8130700411646009
shuffling_100perc_39	0.4786620071671477	3	Comm_6;Comm_2;Comm_3	0.5411676988247134
shuffling_100perc_40	0.23742977860108264	2	Comm_7;Comm_3	0.34260700508664993
shuffling_100perc_41	NA	0		NA
shuffling_100perc_42	NA	1	Comm_4	NA
shuffling_100perc_43	0.38832322897892485	2	Comm_4;Comm_1	0.4562797940502367
shuffling_100perc_44	0.28236164832300076	4	Comm_5;Comm_4;Comm_1;Comm_3	0.3671398225289673
shuffling_100perc_45	NA	1	Comm_4	NA
shuffling_100perc_46	NA	1	Comm_3	NA
shuffling_100perc_47	NA	1	Comm_7	NA
shuffling_100perc_49	NA	1	Comm_2	NA
shuffling_100perc_50	0.1429190269666845	3	Comm_3;Comm_1;Comm_7	0.2754607521555142
