gene_ID,gene_name,difference,tstat,logpval,significant
A1BG,A1BG,-0.7921831333305847,-0.7921831333305847,1.5717460982090379,NA
A1BG-AS1,A1BG-AS1,-0.7921831333305847,-0.7921831333305847,1.5717460982090379,NA
A2M,A2M,1.5254907781121485,1.5254907781121485,0.12713673196714884,NA
A2ML1,A2ML1,-0.1742796090844496,-0.1742796090844496,1.1383542764026104,NA
A2MP1,A2MP1,-1.6662001346270523,-1.6662001346270523,1.9043264408177853,NA
A3GALT2,A3GALT2,-1.4843357572315508,-1.4843357572315508,1.8622801313565942,NA
A4GALT,A4GALT,-0.5376342273219935,-0.5376342273219935,1.409170404485903,NA
AAAS,AAAS,0.7267432488890387,0.7267432488890387,0.46738325414619364,NA
AACS,AACS,0.18125215394438568,0.18125215394438568,0.8561696595372192,NA
AACSP1,AACSP1,-0.7921831333305847,-0.7921831333305847,1.5717460982090379,NA
AADAC,AADAC,-1.7385105266866816,-1.7385105266866816,1.9178791031237132,NA
AADACL2-AS1,AADACL2-AS1,-1.263765252759916,-1.263765252759916,1.793685703686064,NA
AADACP1,AADACP1,-0.7921831333305847,-0.7921831333305847,1.5717460982090379,NA
AADAT,AADAT,-0.5986865103638723,-0.5986865103638723,1.450618045597822,NA
AAED1,AAED1,-0.07418107482692898,-0.07418107482692898,1.0591336955440143,NA
AAGAB,AAGAB,0.936123669170825,0.936123669170825,0.34920951775791126,NA
AAK1,AAK1,-0.19846243540354477,-0.19846243540354477,1.157316727636063,NA
AAMDC,AAMDC,0.9357835450313158,0.9357835450313158,0.34938464533786356,NA
AAMP,AAMP,1.076799013271778,1.076799013271778,0.28157006625608827,NA
AANAT,AANAT,-1.6850089995419044,-1.6850089995419044,1.9080131648091327,NA
AAR2,AAR2,0.4321277192462788,0.4321277192462788,0.6656485893248881,NA
AARD,AARD,0.22356359689931452,0.22356359689931452,0.8230968921624007,NA
AARS,AARS,0.6145362952649953,0.6145362952649953,0.5388609964412039,NA
AARS2,AARS2,0.1374441647756169,0.1374441647756169,0.8906797238246871,NA
AARSD1,AARSD1,0.4055980363645709,0.4055980363645709,0.6850379719014539,NA
AASDH,AASDH,0.3059076510744613,0.3059076510744613,0.7596749603344375,NA
AASDHPPT,AASDHPPT,0.47702410566147646,0.47702410566147646,0.6333449564202572,NA
AASS,AASS,0.15825976211357223,0.15825976211357223,0.8742521136812281,NA
AATF,AATF,0.3064518496976759,0.3064518496976759,0.7592606356564465,NA
AATK,AATK,-0.7921831333305847,-0.7921831333305847,1.5717460982090379,NA
ABAT,ABAT,0.5350152714477736,0.5350152714477736,0.592639297245508,NA
ABCA1,ABCA1,-0.10319366392705306,-0.10319366392705306,1.0821907314800507,NA
ABCA10,ABCA10,0.20822399820745524,0.20822399820745524,0.8350540713742913,NA
ABCA11P,ABCA11P,0.6841256942085516,0.6841256942085516,0.4938957982373171,NA
ABCA12,ABCA12,-1.0375826999863818,-1.0375826999863818,1.700535624458809,NA
ABCA13,ABCA13,-3.828913488109451,-3.828913488109451,1.9998712897616828,+
