gene_ID,gene_name,difference,tstat,logpval,significant
A1BG,A1BG,-0.26587885481724516,-0.26587885481724516,1.2096674894534676,NA
A1BG-AS1,A1BG-AS1,-0.2713732067137381,-0.2713732067137381,1.2138959929399737,NA
A2M,A2M,1.6763574773883605,1.6763574773883605,0.09366819275492969,NA
A2ML1,A2ML1,-0.4491376727313263,-0.4491376727313263,1.3466676543831095,NA
A2MP1,A2MP1,-1.15726066560231,-1.15726066560231,1.7528341211998866,NA
A3GALT2,A3GALT2,0.7783210167907725,0.7783210167907725,0.4363797885163416,NA
A4GALT,A4GALT,-0.3287738271479065,-0.3287738271479065,1.2576733527744501,NA
AAAS,AAAS,0.5014193317712466,0.5014193317712466,0.6160760373140803,NA
AACS,AACS,-0.10439268603336588,-0.10439268603336588,1.0831422733297729,NA
AACSP1,AACSP1,-1.858080606884167,-1.858080606884167,1.9368424316405337,NA
AADAC,AADAC,-1.8620051439530905,-1.8620051439530905,1.9373976348310273,NA
AADACL2-AS1,AADACL2-AS1,-0.923870152433893,-0.923870152433893,1.6444460751531773,NA
AADACP1,AADACP1,-1.9927775443714812,-1.9927775443714812,1.9537141882631088,+
AADAT,AADAT,-0.7652164756214976,-0.7652164756214976,1.5558573494934105,NA
AAED1,AAED1,-0.15264742877647766,-0.15264742877647766,1.1213236794922357,NA
AAGAB,AAGAB,0.6552611848730487,0.6552611848730487,0.5122996069777097,NA
AAK1,AAK1,0.0117053583881806,0.0117053583881806,0.9906606885354994,NA
AAMDC,AAMDC,0.6469343410050719,0.6469343410050719,0.5176744390524095,NA
AAMP,AAMP,1.1350443731512736,1.1350443731512736,0.2563567268576165,NA
AANAT,AANAT,-0.8047689839943877,-0.8047689839943877,1.579046997030901,NA
AAR2,AAR2,0.553769243629757,0.553769243629757,0.5797367797052488,NA
AARD,AARD,-0.880939129540799,-0.880939129540799,1.6216492329193772,NA
AARS,AARS,0.990007133647578,0.990007133647578,0.32217063224470455,NA
AARS2,AARS2,-0.2492934198998814,-0.2492934198998814,1.1968661791535726,NA
AARSD1,AARSD1,0.2545488869313093,0.2545488869313093,0.7990715411813428,NA
AASDH,AASDH,-0.04388656235335353,-0.04388656235335353,1.0350051733301897,NA
AASDHPPT,AASDHPPT,0.31624943493664615,0.31624943493664615,0.7518131880145765,NA
AASS,AASS,-0.14578802050818523,-0.14578802050818523,1.115911266891071,NA
AATF,AATF,0.5044907086077954,0.5044907086077954,0.6139165897759811,NA
AATK,AATK,-0.8047689839943877,-0.8047689839943877,1.579046997030901,NA
ABAT,ABAT,-0.47019366726633344,-0.47019366726633344,1.3617833418413443,NA
ABCA1,ABCA1,0.6153674124072089,0.6153674124072089,0.5383121073022281,NA
ABCA10,ABCA10,0.8853755627491475,0.8853755627491475,0.3759541079467446,NA
ABCA11P,ABCA11P,0.3390117499364026,0.3390117499364026,0.7346008786008298,NA
ABCA12,ABCA12,-0.2506243498623859,-0.2506243498623859,1.1978954460254319,NA
ABCA13,ABCA13,-3.864747599838708,-3.864747599838708,1.9998887958667182,+
ABCA17P,ABCA17P,-3.1562150900561843,-3.1562150900561843,1.998401690502742,+
ABCA2,ABCA2,0.23325400753123737,0.23325400753123737,0.8155641702651574,NA
ABCA3,ABCA3,-0.4973582890651432,-0.4973582890651432,1.3810635860576252,NA
ABCA4,ABCA4,-1.2624723854587556,-1.2624723854587556,1.7932211431578458,NA
ABCA5,ABCA5,0.8853755627491475,0.8853755627491475,0.3759541079467446,NA
ABCA6,ABCA6,0.8853755627491475,0.8853755627491475,0.3759541079467446,NA
ABCA7,ABCA7,-0.01846238742858808,-0.01846238742858808,1.014730017068423,NA
ABCA8,ABCA8,0.8853755627491475,0.8853755627491475,0.3759541079467446,NA
ABCA9,ABCA9,0.8853755627491475,0.8853755627491475,0.3759541079467446,NA
ABCB1,ABCB1,-0.4940821537728244,-0.4940821537728244,1.3787518390842508,NA
ABCB10,ABCB10,-0.05760537888993838,-0.05760537888993838,1.0459370349443875,NA
ABCB11,ABCB11,-1.4868194001640014,-1.4868194001640014,1.8629374837697146,NA
ABCB4,ABCB4,-1.3321926396484147,-1.3321926396484147,1.8172031054296707,NA
ABCB5,ABCB5,-1.0124281845543848,-1.0124281845543848,1.688666631996218,NA
ABCB6,ABCB6,0.4261364728665049,0.4261364728665049,0.6700084047224768,NA
ABCB7,ABCB7,0.15602594329668132,0.15602594329668132,0.8760125718552139,NA
ABCB8,ABCB8,0.08487237991663309,0.08487237991663309,0.932362850171792,NA
ABCB9,ABCB9,-0.6614380649554416,-0.6614380649554416,1.4916685785142292,NA
ABCC1,ABCC1,-0.01894015715871784,-0.01894015715871784,1.0151111555010428,NA
ABCC10,ABCC10,0.01402595422023977,0.01402595422023977,0.9888092745987159,NA
ABCC11,ABCC11,0.5941407858257267,0.5941407858257267,0.5524179536205265,NA
ABCC12,ABCC12,0.5941407858257267,0.5941407858257267,0.5524179536205265,NA
ABCC13,ABCC13,-0.8047689839943877,-0.8047689839943877,1.579046997030901,NA
ABCC2,ABCC2,-0.19636335908335628,-0.19636335908335628,1.1556742268575426,NA
ABCC3,ABCC3,0.6963493816642133,0.6963493816642133,0.48621005471340345,NA
ABCC4,ABCC4,-0.3322888473052902,-0.3322888473052902,1.260328839511292,NA
ABCC5,ABCC5,0.7800273372555221,0.7800273372555221,0.43537478435942,NA
ABCC6,ABCC6,-0.8629545118423408,-0.8629545118423408,1.6118375225502628,NA
ABCC6P1,ABCC6P1,-1.9766016263656576,-1.9766016263656576,1.9519133218182898,+
ABCC6P2,ABCC6P2,-1.498900149054427,-1.498900149054427,1.8661004622796462,NA
ABCC8,ABCC8,-1.8435427565245024,-1.8435427565245024,1.934750194943106,NA
ABCC9,ABCC9,-0.3391141291642876,-0.3391141291642876,1.265476245100828,NA
ABCD1,ABCD1,-0.0984205644067431,-0.0984205644067431,1.078401654081161,NA
ABCD2,ABCD2,-0.7176442610642854,-0.7176442610642854,1.5270233406234706,NA
ABCD3,ABCD3,0.6956668534783137,0.6956668534783137,0.4866374882522966,NA
ABCD4,ABCD4,0.5216904188924689,0.5216904188924689,0.6018858966760148,NA
ABCE1,ABCE1,0.5282085630678116,0.5282085630678116,0.5973545866772982,NA
ABCF1,ABCF1,0.47589277761859616,0.47589277761859616,0.6341507678553544,NA
ABCF2,ABCF2,0.4423123908723289,0.4423123908723289,0.6582631657420791,NA
ABCF3,ABCF3,0.663110259010896,0.663110259010896,0.5072599406836609,NA
ABCG1,ABCG1,0.6562167243333086,0.6562167243333086,0.5116846896094494,NA
ABCG2,ABCG2,-0.9553347018038711,-0.9553347018038711,1.660591536013464,NA
ABCG4,ABCG4,-2.0565256769345175,-2.0565256769345175,1.9602681260924324,+
ABCG8,ABCG8,-0.8047689839943877,-0.8047689839943877,1.579046997030901,NA
ABHD10,ABHD10,0.742624792668216,0.742624792668216,0.4577088739760647,NA
ABHD11,ABHD11,1.0263176331374444,1.0263176331374444,0.3047418883381925,NA
ABHD12,ABHD12,0.849030936849986,0.849030936849986,0.39586407793410644,NA
ABHD12B,ABHD12B,-0.8047689839943877,-0.8047689839943877,1.579046997030901,NA
ABHD13,ABHD13,-0.09101513358973086,-0.09101513358973086,1.072519433899184,NA
ABHD14A,ABHD14A,0.5167420895446958,0.5167420895446958,0.6053362103846247,NA
ABHD14A-ACY1,ABHD14A-ACY1,0.5167420895446958,0.5167420895446958,0.6053362103846247,NA
ABHD14B,ABHD14B,0.5835274725349858,0.5835274725349858,0.5595382685013767,NA
ABHD15,ABHD15,0.08135735975924942,0.08135735975924942,0.9351577586331982,NA
ABHD16A,ABHD16A,0.497631300339503,0.497631300339503,0.6187439379940807,NA
ABHD17A,ABHD17A,0.9525022098323872,0.9525022098323872,0.340842345750068,NA
ABHD17B,ABHD17B,0.0147426088154345,0.0147426088154345,0.9882375261266145,NA
ABHD17C,ABHD17C,-0.31119872636098816,-0.31119872636098816,1.244350448782991,NA
ABHD2,ABHD2,0.16483055689478812,0.16483055689478812,0.869077352070671,NA
ABHD3,ABHD3,0.4151136426642241,0.4151136426642241,0.6780587127561881,NA
ABHD4,ABHD4,0.6171419856905481,0.6171419856905481,0.5371410773891419,NA
ABHD5,ABHD5,0.29952749438210247,0.29952749438210247,0.7645375969254662,NA
ABHD6,ABHD6,-0.21922805331099768,-0.21922805331099768,1.1735275964184235,NA
